patterns will	82085
painters never	2043
palace ,	2873313
pair of	10130966
paid for	4970442
panes to	7789
paper shirts	194
pawn broker	2628
paraphernalia at	1807
pablo and	25038
pan out	43646
pacific about	2971
palm tree	193624
pasta its	75
pairs .	717794
parents he	31113
packing plant	42512
passed his	451099
packeting .	88
part with	1583307
parts .	4815612
partial to	285858
passed the	4275149
patiently .	173167
party ?	335926
party ,	12731440
parmesan cheese	181228
pajama button	61
patients '	1112475
party for	797972
patience .	826102
pancakes for	12338
pairs of	3563038
packages .	438575
painter .	610815
paint brush	52645
ox .	214985
kabul often	52
kabuki theatre	9107
karate school	2574
kangaroo .	44154
kangaroo that	1971
thailand ,	888063
than a	35195910
than an	5514623
than baskin	190
than break	29138
than correction	3232
than cure	49323
than dogs	25470
than fall	35497
than fiction	70108
than he	6936994
than his	4411202
than in	21484642
than incompatible	1372
than just	2081243
than live	96394
than major	28408
than never	61912
than no	204883
than one	15369288
than open	71180
than overdone	307
than permission	4085
than silver	43417
than something	104834
than sorry	35208
than the	81223768
than they	7586087
than time	89523
than to	15047146
than water	308591
than we	3575535
than with	3528522
than words	276521
than you	3291904
than your	824138
than ``	266
thankful ,	113516
thanks a	103323
thanks for	1728061
that !	1667961
that 's	39015691
that ,	85156900
that .	22650872
that a	75142718
that again	534054
that all	26429872
that at	10744119
that ate	63488
that axe	7856
that bear	339166
that big	553119
that bob	117709
that both	6231301
that bothered	81317
that breaks	173590
that bridge	104982
that broken	44897
that buy	32760
that ca	33219
that can	24856708
that card	57815
that carries	405898
that comes	2384799
that commuting	3507
that cool	53941
that could	12357357
that count	199048
that crazy	88628
that do	4212968
that dogs	89852
that donuts	142
that edgar	28919
that ends	312677
that feeds	139913
that fit	372248
that fortune	96952
that fouls	2710
that further	737923
that gas	108683
that gave	1744099
that gets	353573
that glisters	3660
that goes	1521719
that government	1365838
that graphite	6066
that grime	786
that had	26382772
that happened	1124212
that hard	279594
that has	21390979
that hath	657351
that he	155409262
that his	28267775
that horse	158386
that i	76299011
that in	50565578
that inn	12914
that is	131068490
that it	129263505
that lays	74196
that loved	103282
that lumber	11132
that made	5189358
that madonna	9931
that makes	4797306
that manufactured	36811
that movies	21429
that mutt	3790
that never	1540243
that new	1961017
that none	2228518
that not	4618725
that one	19653726
that online	30086
that pay	134925
that pitieth	277
that place	2266562
that poisonous	12472
that police	191845
that price	432480
that pure	210567
that put	491890
that rainstorm	447
that really	957195
that red	230833
that runs	750066
that said	1018870
that sales	131058
that says	563286
that sees	204418
that serpentine	2418
that shame	40204
that she	42435012
that soil	115161
that some	14222620
that someone	1624834
that something	3006959
that sows	5994
that stays	58376
that steals	18562
that sticks	52212
that street	116643
that suffer	50535
that swallowed	20688
that swells	18899
that takes	1438163
that talk	138491
that the	550635818
that they	106254319
that tornadoes	2258
that tunnel	20117
that uprisings	969
that waits	39272
that was	50098952
that way	7077164
that we	61138144
that were	18696570
that will	18647244
that winter	387364
that would	26253725
that writing	254266
that you	46300432
the !	162446
the 1970	614060
the 2nd	1725088
the 4	1260408
the 4th	2005255
the 5	1893892
the 60	450640
the aardvark	8693
the abominable	138178
the abs	53587
the accountant	457887
the act	17178873
the actors	1820034
the adequate	245552
the affluence	54960
the age	19221033
the agreeable	170279
the agricultural	3563508
the ailing	137061
the air	27897841
the airlines	225344
the airplane	782960
the airport	1890360
the aisles	331170
the alpine	461952
the aluminum	404058
the anaconda	47916
the anchor	674172
the ancient	12611576
the anesthesiologist	105805
the annual	7470083
the answers	2698141
the antarctic	722221
the ante	305447
the antelopes	25244
the apple	1184224
the arab	3948033
the arc	1260446
the architect	1822662
the area	22246713
the arizona	338676
the ark	1043326
the armour	209553
the army	18905126
the arrow	1215422
the artichoke	30828
the artist	6375222
the astronauts	135562
the astronomer	265818
the athlete	443961
the attack	4852292
the attraction	1002230
the auction	451271
the august	658045
the automobile	1392657
the baby	6285378
the back	18888179
the backup	292465
the bacteria	863449
the bad	3208335
the bagginses	178
the bagpipes	35288
the bakery	193447
the bald	362032
the ballet	474167
the balloons	84091
the balls	585749
the band	3291442
the bandleader	16144
the bank	13649984
the bankrupt	410643
the bar	6252626
the bargain	854098
the bark	1323064
the bars	1090668
the bartender	330771
the base	12160867
the baseball	308962
the basement	1714673
the bases	1248858
the basis	28577409
the bat	499642
the bathroom	2141114
the bathwater	32642
the batter	333074
the beach	4715371
the bear	1477664
the beautician	6748
the bed	7875986
the beekeeper	36115
the bell	2850320
the belle	159574
the belly	782827
the bench	2028452
the best	60228116
the better	9213188
the bible	10687857
the bicycle	332718
the bidder	144204
the big	11586402
the biggest	3666740
the bill	8975808
the biomedical	111493
the bird	3031334
the birdie	9154
the birds	3493892
the bivalve	28792
the black	14823419
the blackboard	429828
the blackthorn	12291
the blind	2558888
the blue	5770073
the boar	242437
the boating	30162
the body	37492861
the bold	971345
the bomb	1033767
the book	25830884
the books	5628928
the boot	463554
the bored	52566
the borg	31331
the bottom	16802448
the boughs	191029
the boxer	222790
the boxing	86082
the boy	11094948
the bra	56584
the brake	565227
the brandenberg	1175
the brandenburg	65688
the branding	60106
the brave	1266866
the bridle	291571
the bries	128
the bright	2765411
the brightly	120911
the british	38463797
the bronze	853101
the buck	310622
the buddhist	1189658
the builders	490444
the building	13994110
the bull	1629120
the bullfighter	16443
the buoys	35270
the bush	2121176
the butcher	506751
the butter	720855
the button	1000290
the cake	717947
the calculator	165561
the calculus	367498
the california	2293584
the call	4039281
the candle	868406
the cannibal	85496
the cannon	625136
the captain	6595031
the car	10821821
the caravan	480897
the cards	1291238
the careless	276355
the carillon	21621
the carnivorous	54537
the carpenter	554847
the carpenters	201101
the carriage	2349711
the cart	866735
the cartoon	223204
the case	73677533
the cash	2368969
the casket	287269
the cast	1296027
the casting	624917
the castle	4545465
the cat	2830401
the catch	559398
the cattlemen	52651
the cause	16726319
the cave	2173694
the caws	1427
the cd	812613
the ceiling	2828456
the celebration	1183805
the cent	35749
the centuries	1564849
the ceo	469643
the champion	615974
the channel	3716066
the chaos	729006
the chaplain	493683
the cheap	467083
the cheek	828773
the cheese	490309
the chef	237719
the cheque	216315
the chicken	932525
the chickens	305147
the chief	21085267
the child	32712315
the children	23819774
the chiming	21629
the chimney	993362
the chinese	13263457
the chiropractor	20201
the choir	1306482
the church	47535016
the circle	4166434
the circus	706253
the city	50104556
the class	10387569
the classical	4561634
the clause	1306116
the claymore	10503
the clothes	1222968
the coarse	666925
the coastline	285023
the cobbler	114986
the coffee	1813735
the colon	1006362
the colonels	91348
the color	4897932
the comedian	113815
the commemorative	55100
the commotion	246142
the companion	645157
the company	31623529
the composer	1550917
the compulsive	102029
the computer	6989068
the concession	486192
the confusion	2037372
the connection	3964776
the constipation	35127
the construction	10331301
the convicted	106111
the copse	59533
the core	5762758
the corner	6471134
the corps	1292399
the correct	6704692
the cosmetic	85482
the cost	17858962
the counsel	710586
the count	3238883
the counter	2914701
the county	9330735
the couple	2345161
the court	43501737
the courthouse	532566
the courts	7873028
the coveted	219514
the crab	310840
the crack	1113357
the cracked	149632
the crank	485552
the creative	2417411
the creator	2499977
the crepes	11926
the crime	3463108
the crop	1796328
the curtains	753888
the customer	3836024
the cut	1861512
the cymbals	37053
the daily	5330613
the dairy	569246
the dalmatian	75495
the damned	459335
the dance	2398767
the dark	11120984
the darkroom	71589
the data	20778349
the date	11376646
the daughter	3982337
the day	38843543
the days	7987465
the daytime	660912
the deadly	630748
the deadwood	21156
the deaf	946991
the deal	1239360
the debutante	20132
the decision	12110859
the deed	1705824
the deer	1022263
the defendant	9434666
the delivery	2206852
the demand	7447344
the dentist	667296
the dentists	37458
the dermatologist	18689
the dervish	71022
the desert	4457921
the designer	1316259
the details	6805642
the devil	6470539
the dieters	2490
the diners	68703
the dinette	10026
the dirk	16098
the discovery	6044015
the discussion	7844346
the disease	9645932
the dispatcher	126303
the distance	11140992
the ditch	774738
the doc	156351
the doctor	9954628
the doctors	1803563
the doe	194034
the dog	5262503
the dogs	1885996
the dole	124004
the don	464960
the door	28511641
the dotted	668621
the double	4326606
the doves	98520
the drawl	7184
the dream	3296225
the drill	690198
the drink	497540
the driver	3736246
the drum	1180116
the duck	340787
the duke	10920350
the dunkin	3287
the earless	3560
the earliest	8689136
the early	38387302
the earth	29639484
the easter	443089
the eating	439990
the edge	9753608
the editor	4443352
the egg	2162115
the egyptian	2843950
the eight	2848344
the ekg	25573
the elderly	3270525
the electric	3486375
the electrician	82351
the electricity	653348
the elevator	1224690
the embarrassed	59726
the empire	7555432
the end	76605302
the enemy	17963522
the engine	4561623
the engineer	1668082
the ennui	31736
the enterprise	2939212
the enthusiasm	1028668
the entire	30063388
the envelope	1244611
the environmentalist	35099
the estate	4263931
the evening	11525574
the event	10147996
the everglades	146654
the evil	4605591
the exam	443446
the exception	7207740
the exchange	4704115
the exhibitionist	13829
the eye	11180085
the eyes	10165346
the fabric	1689514
the face	17092061
the fahrenheit	54863
the failure	6515386
the faintest	541027
the fair	3550379
the fairway	105501
the faith	4414776
the fall	9025039
the false	2329849
the family	30227483
the fancy	621320
the farm	5224799
the farmer	3287623
the fat	2042674
the father	14669781
the fault	1999570
the fee	1046030
the feeling	5425257
the fence	1655512
the ferocious	175119
the fertiliser	31135
the field	26572396
the film	8323383
the final	22963688
the fine	4463857
the finest	4368656
the fire	12349974
the firearms	50602
the fireplaces	35816
the fires	916703
the first	233934123
the fish	4220078
the fisherman	437232
the fleas	64283
the flesh	4171274
the flight	2354292
the flock	637120
the flood	2004067
the floods	307614
the floor	14753496
the flop	46095
the florist	78552
the flow	6990614
the flower	2201849
the flue	226001
the flush	219786
the fly	1087682
the fog	980588
the foggiest	35210
the food	8251480
the fool	705901
the footage	84727
the ford	1093452
the forecaster	47689
the forest	7777219
the foundation	7500912
the four	17103032
the fourth	13646137
the fox	1150863
the frays	2145
the freeway	211112
the freight	627853
the frog	748137
the fruit	3840731
the fuchsia	12814
the fungus	550520
the funny	266655
the furniture	1324114
the fuse	229641
the future	31394920
the galleon	59460
the gallows	535734
the game	8517472
the gander	42376
the garden	7402069
the gardener	521485
the general	51215062
the generals	756548
the geneticist	29467
the genie	88211
the gentleman	2065452
the geologist	195901
the geology	448000
the getaway	30932
the gift	3747189
the girl	9596814
the glass	5209218
the glassblower	4160
the glazier	19166
the gnus	1757
the goalie	33263
the goat	551112
the gods	6584473
the gold	5419642
the golden	5256942
the golfer	53452
the good	19106147
the goose	322581
the gospel	9010786
the government	55685697
the governor	12609628
the grain	2728859
the grammys	4289
the grand	8175770
the grape	358453
the grapevine	124651
the grass	3764560
the grater	7189
the gravity	907289
the grease	200854
the great	69635320
the greatest	24196874
the greek	8900697
the grocery	445017
the grounds	4683286
the groundskeeper	6476
the grouper	7365
the guillotine	257436
the guitar	446444
the guitarist	34953
the gum	358478
the gun	2906084
the gunman	90075
the guts	229297
the gutter	375818
the guy	1616035
the guys	702828
the gym	418525
the habit	3850121
the hair	2977723
the hand	9205929
the hanged	38263
the hardest	1184570
the harm	722501
the harsh	948916
the haughty	263867
the hay	666037
the head	27117129
the heart	20689966
the heat	8528386
the heavier	577116
the heavy	4864451
the hedge	537439
the hedges	184158
the heels	662408
the herb	264529
the herpetologist	1195
the high	24979010
the highlight	226304
the hill	6563323
the history	24368579
the hobbit	36209
the hobby	92275
the hockey	62283
the hole	2808474
the holey	2897
the holidays	483794
the homeless	574347
the honey	571408
the hook	1036267
the horse	6175443
the horses	3413586
the hospital	9162110
the hostage	120048
the hot	3961194
the hotel	5698332
the hour	3995591
the house	54094524
the human	24308101
the humorist	46367
the hypnotist	87283
the ice	4782376
the iced	26125
the idea	30595185
the ignorant	759164
the illuminati	44206
the importance	17220433
the important	7518108
the inca	472045
the incident	3623765
the incline	148689
the inconsiderate	25766
the incontinent	23061
the indoor	164503
the inept	40337
the inflation	611084
the infobahn	2558
the inmates	733428
the inn	1413616
the inscription	1404765
the intelligent	695926
the international	14849842
the internet	6153163
the invention	2358252
the inventor	842377
the investor	879437
the invisible	1378771
the invitation	1524522
the invoice	305726
the iris	755074
the iron	4941124
the irs	1381015
the janitor	163084
the jedi	29138
the jerk	55710
the jerky	24030
the job	9898222
the joke	554082
the journalist	413742
the joys	655535
the judge	6565982
the juggler	49234
the junior	1344123
the kangaroo	116639
the kernel	652794
the key	12283927
the keystone	275520
the khan	335191
the killer	632400
the king	49131080
the kitchen	8230420
the knave	73140
the knight	1185320
the knocker	50588
the kurds	246729
the lady	5386122
the lam	44072
the lamb	1186116
the lan	160526
the land	29340260
the landlady	322065
the landscaper	4148
the language	13347220
the large	15217306
the last	75126981
the late	23006715
the latest	5850106
the law	38626428
the lawn	1127014
the lawyer	2255994
the lawyers	878660
the lead	4124718
the leader	5203285
the lease	1749508
the least	14451706
the leek	26747
the lens	2397653
the less	8278726
the lessor	589919
the letter	11226580
the letters	5341520
the librarian	722561
the library	7756334
the lie	697645
the lifting	351600
the light	22835329
the lights	2447095
the limelight	248050
the line	19550778
the lion	2331793
the litter	337325
the little	19397342
the local	22392452
the loch	203104
the loess	104567
the longest	2292293
the loop	1745156
the lord	28618964
the loss	11855725
the love	6472796
the lovers	756835
the luck	264159
the lumbar	570938
the lumber	520635
the lute	193242
the lynx	87788
the macintosh	237199
the mad	633302
the magician	444492
the mail	1734854
the mainland	1999183
the maintenance	4752086
the major	19421834
the maker	778587
the male	6567972
the mall	550273
the man	36999704
the manager	3417312
the mane	84526
the mannequins	12037
the manual	1117951
the manufacturers	897332
the manufacturing	1750030
the many	12554844
the map	3673169
the marathon	106630
the mare	517680
the marine	1656961
the marines	679442
the marion	50560
the mark	2766712
the marlboro	26203
the marriage	5568131
the massage	106794
the math	283971
the mathematician	229467
the mathematics	546319
the measles	111554
the meat	2121824
the meek	232873
the meet	94662
the meeting	8059300
the melody	773135
the members	13207602
the memories	786857
the men	24029057
the menu	1521702
the merrier	40810
the mess	788005
the metal	4443034
the mice	302725
the middle	36797417
the midst	7736219
the military	12373818
the milkshake	2680
the mime	69807
the mind	17500493
the mine	1747202
the minister	9303771
the mint	554728
the minutes	1013709
the missing	1581519
the mist	816591
the mobile	985189
the model	12032552
the moment	17314398
the money	13987297
the mongol	406275
the mood	1723581
the moon	9228457
the more	50824551
the morning	18255739
the mortician	17480
the most	166189614
the mother	14562836
the motorway	72056
the mountain	7222931
the mourning	265892
the mouse	2016659
the mouth	9493618
the movie	2071956
the mower	81113
the mud	1834132
the mushroom	160152
the music	7325257
the musical	1935989
the musician	392139
the mystery	2885157
the nail	665116
the name	37822894
the nation	19332894
the navy	4845429
the nearby	1324310
the neck	4803737
the neighbors	688691
the nervous	2917334
the net	6167118
the netherlands	5404697
the new	101148741
the newer	1124313
the news	8574898
the newscasts	8166
the newspaper	3004737
the newspapers	2385131
the next	63845713
the nice	404643
the night	21397743
the nobel	600585
the nobleman	163930
the noun	832204
the novel	6663647
the novels	829696
the nuclear	2753828
the nudist	9320
the numbers	5399159
the nursery	1010797
the nurses	868879
the nut	392228
the nuts	358613
the obese	107414
the obstetrician	82670
the occasion	6045729
the odd	1087628
the offender	1447963
the offer	2307892
the office	13359022
the oil	5830230
the oktoberfest	3820
the old	62910615
the oldest	4689255
the olympics	242646
the one	49733124
the only	61671182
the operating	2856211
the opportunity	10058805
the optical	1750257
the optician	26228
the orange	1318840
the orchard	514796
the order	17653997
the ore	1274832
the organ	2440511
the organizational	1423683
the organs	1330277
the orient	1044831
the orifice	442652
the orthodontist	29098
the orthopedist	9858
the other	169557298
the others	15505011
the oughteries	69
the outcome	5328713
the outlet	695866
the overweight	39742
the overwhelmed	7833
the owls	97511
the owner	8307796
the pacific	6964446
the page	3948543
the pain	5462418
the paint	940202
the painter	1757698
the pair	1631230
the palace	5223379
the pancake	40396
the pans	131245
the paratroops	15096
the park	4407464
the parkay	153
the parking	1101726
the parsley	65874
the part	20378046
the passenger	1026862
the passengers	1182428
the past	35581956
the path	7927285
the patient	31077890
the peace	8588771
the pen	1800616
the pennies	55426
the penny	270421
the people	67262752
the pepper	149829
the pequod	46287
the percussionist	5478
the perfect	3714873
the period	21873038
the periodic	998927
the person	20774257
the personal	6061795
the petal	49753
the petting	12318
the petulant	25128
the pharaohs	188161
the philippines	4402470
the phone	5213590
the photograph	1316368
the phrase	4491334
the physician	3799959
the picture	9792366
the pie	380333
the piece	2819926
the pig	814080
the pilot	2457974
the pin	690859
the pinch	166663
the pint	60043
the pipal	10627
the pirate	339335
the pirates	537659
the pistol	535777
the pit	1688860
the pits	333106
the place	24924796
the plan	10806048
the plane	5566276
the plank	302858
the plaque	197731
the play	8656911
the playground	499582
the pleasure	3880965
the plot	2872326
the plumber	99291
the plums	48043
the poet	9161213
the point	29370453
the pointy	11654
the poke	14653
the police	13413155
the political	20833662
the politician	414724
the pond	1089746
the poor	18407150
the pope	7578257
the population	16506906
the poring	1701
the port	4358244
the portrait	1521791
the possibilities	3246804
the post	9835036
the postmen	10961
the pot	1365272
the potato	624897
the pound	781497
the pounds	79892
the power	32025739
the preceding	10118679
the premises	2832986
the present	53361127
the presenter	105928
the president	25663693
the price	15167367
the prices	2622870
the priest	4407463
the prince	9309595
the princess	3199470
the principal	19641302
the printer	1345766
the problem	35215792
the problems	11560713
the process	32797960
the procrastinators	1422
the proctologist	1502
the prodigal	361703
the produce	1400329
the profits	2194474
the promises	840625
the proof	2286505
the proposal	3319944
the prospector	58224
the psychiatrist	530594
the psychopath	53058
the psychotic	132840
the public	42827552
the pudding	139662
the pun	110876
the punishment	2088043
the pupils	2581766
the purpose	24011493
the queen	12504620
the queue	494834
the quietest	84172
the quotient	372694
the rabbi	575716
the rabbit	977552
the race	4582368
the racers	24880
the radio	3511697
the rage	601716
the railway	3609909
the rain	4393358
the rakes	16391
the range	10211036
the ranks	2696915
the rattlesnake	89872
the reaction	6622780
the reasons	7333207
the rebel	1288276
the recent	5841233
the reception	2219164
the recipe	365416
the recreation	268504
the red	12011317
the related	1194198
the remedy	1263921
the removal	4226529
the report	9627531
the repressive	224431
the reproducing	17701
the researcher	1810177
the rest	35708994
the restaurant	1594948
the revolution	8736480
the reward	1307295
the rhyme	209213
the rider	620071
the right	64129990
the righteous	1167947
the rime	102132
the ring	3666251
the rings	667964
the rink	71895
the river	24278679
the road	20265534
the rock	5303984
the rod	1622581
the rodent	70413
the rodeo	76349
the romaines	5524
the romans	4721083
the roof	5265138
the room	20942000
the root	5643782
the rope	1807656
the roses	579809
the roulette	47413
the round	2036091
the royal	15682205
the ruff	31035
the rule	10651170
the rules	9988614
the runaway	179152
the sacred	5826267
the safe	1431662
the sailor	580519
the sailors	911405
the salesman	510129
the salt	2676277
the same	291559012
the sands	684622
the sandstorm	9962
the sandwich	366696
the satellite	808006
the saw	498042
the scallopini	175
the scene	11041666
the scenter	115
the school	21062278
the schooner	462025
the science	4434703
the scoop	84912
the score	1766320
the scorpion	154571
the sea	23247865
the seconds	155632
the seed	3055490
the seems	5056
the senate	10230312
the sergeant	1104757
the service	12801329
the seventh	4614065
the shadow	3894986
the shear	932021
the sheep	1713153
the sheets	779421
the ship	10883985
the shipwrecked	67349
the shocked	75650
the shoe	649137
the shoemaker	168494
the shooting	909193
the show	3144893
the shy	171097
the side	14851516
the sighs	49344
the sign	3718459
the signs	2407508
the sincerest	75609
the situation	21135169
the six	5895729
the size	15228509
the skeleton	1000972
the skeletons	185355
the skinny	85462
the skunk	77441
the slaughterhouse	70710
the sleep	550098
the sleeves	312665
the slightest	4662419
the slip	618836
the slow	2520188
the small	17927008
the smoke	2187628
the snail	200293
the sniper	71124
the snow	4304204
the snowstorm	37560
the soil	11382642
the soldier	2057156
the soldiers	5155683
the solution	10312434
the son	12362993
the song	3946874
the soul	12703243
the sound	10653367
the soup	562653
the source	11718433
the south	32090993
the spa	177597
the space	7611082
the spaniard	400270
the spectators	920999
the speed	4627575
the sphincter	234107
the spice	260917
the spirit	20098585
the sport	980896
the spot	5574180
the spring	9522429
the squeaky	24702
the staff	5733458
the standup	2077
the star	3214288
the stars	4865910
the started	5153
the starting	2678896
the state	75482081
the statistician	97141
the statue	1587184
the steed	66635
the steep	1364569
the steeple	173305
the step	1558837
the stepping	116796
the steps	5076592
the stern	1487004
the steward	608726
the stick	904820
the still	2196994
the stink	96207
the stoa	48061
the stock	6650658
the stomach	4630519
the stone	4926468
the store	3451192
the story	24597479
the stove	1224304
the strain	2130911
the stream	4855800
the street	12663182
the streets	8808364
the stress	3240522
the stronger	1399072
the strongest	3942059
the students	9258544
the study	22329261
the stuff	1439487
the sturgeon	56462
the subcommittee	468745
the subject	37849474
the substance	4180660
the suer	572
the sufficient	136443
the sumo	12679
the sun	27219391
the sunny	428846
the supermarket	335973
the supreme	13825830
the surest	527149
the surgeon	2134121
the survivors	984896
the suspect	576094
the swanky	5595
the swarm	153829
the sweep	357486
the sweetest	469628
the swollen	255167
the sword	3125940
the sworded	960
the sylvester	6998
the symphony	405250
the sysop	4257
the table	19684650
the talk	1331816
the target	5979564
the tea	1494228
the teacher	11237141
the telemarketer	3725
the television	1620373
the temples	1024354
the ten	3927718
the tennis	274310
the tension	2606219
the termites	56947
the the	2926746
the theater	2128803
the theatre	4445626
the theists	7198
the thief	680392
the third	33870809
the thought	8061383
the three	32881290
the throng	403300
the thumb	1123505
the ticks	49733
the tightrope	38545
the time	100196922
the times	8004010
the tips	927153
the tire	332888
the tired	276568
the tires	225358
the titanic	256295
the title	11941338
the toaster	50699
the tock	1907
the toffee	6553
the toilet	840353
the tombs	686867
the tongue	3008053
the top	27558437
the tops	1242547
the tornado	118584
the torque	439369
the town	22675816
the track	2548560
the tracks	1053517
the train	5623507
the trampoline	19039
the transformer	432647
the trapeze	33143
the tree	7093532
the trees	6796180
the trendy	27872
the triangle	1123924
the triangular	435285
the triglyph	5513
the trigonometry	5629
the triumph	1668707
the trucker	27640
the trumpeter	67225
the truth	21961858
the turkish	2638026
the tv	1197516
the twinkling	191008
the twist	189074
the twister	11858
the two	100437414
the type	12733156
the u.k.	560376
the uarts	314
the udder	123010
the ultimate	7894827
the unborn	290006
the underdressed	223
the undersized	10237
the united	100770812
the untruthful	4820
the unveiling	127450
the urban	4261871
the usda	184659
the valley	7345876
the valuable	688655
the value	27515884
the vampire	269909
the vat	223906
the vatican	1542691
the vats	50065
the vault	621393
the vegas	16848
the vegetable	801609
the vendor	1044282
the ventriloquist	18626
the very	43160307
the vet	191041
the veterinarian	111261
the victors	502462
the view	9802475
the vikings	256611
the vinyl	87328
the voice	7104042
the volleyball	20919
the waiter	802389
the walk	830187
the walls	9973771
the walnuts	30961
the warden	498030
the washroom	70346
the watch	1264774
the water	33569122
the wave	3377968
the waves	2968218
the wax	632293
the way	63607083
the weather	5700275
the weatherman	28857
the web	4081426
the wedding	2407401
the week	4111009
the weekend	944673
the weight	7963144
the well	8464319
the wet	1629205
the whales	183933
the wheel	3315508
the whirlwind	234473
the whistling	109127
the white	19152831
the whole	86045456
the whys	49729
the wicked	1844616
the wife	6134465
the will	9699438
the wind	11778485
the window	10687767
the winner	864217
the wino	6738
the winter	8057445
the wish	1234897
the wizard	576544
the wolf	1234183
the woman	14358519
the wood	4644850
the wooden	1622204
the woods	5490551
the word	32403825
the work	44457390
the workers	6460881
the world	121367635
the worlds	676456
the worm	650198
the worse	1319435
the worst	8434168
the worth	754346
the wrestling	85000
the wrong	6123967
the wurst	1747
the yacht	407407
the yeast	458707
the young	26975931
the younger	5617972
the zoo	485243
the ``	19150
theater district	21418
theater signs	153
theatre ,	3179537
thee .	1691210
theft of	423493
theft trial	561
their appetite	69806
their apples	6624
their attraction	60486
their balance	134393
their beer	47684
their bodies	2409101
their body	521082
their boos	303
their boughs	20232
their cabinets	15380
their census	6099
their children	8676506
their choppers	1324
their circulation	82024
their class	432200
their confidants	2503
their cool	34825
their core	132105
their cox	370
their customers	683094
their day	797975
their diet	270486
their dough	6675
their drive	73990
their employees	676289
their end	273070
their experience	1004455
their faculties	120664
their family	1315901
their fat	60316
their fate	590456
their faults	179285
their feat	5409
their feet	1988538
their figures	115949
their final	746390
their focus	206990
their franc	533
their golf	12821
their good	918713
their gravy	879
their grip	107802
their hair	949941
their hands	4731771
their home	2203921
their honey	31147
their horror	53706
their husbands	1641180
their identities	214257
their imagination	188432
their jobs	1483895
their judgment	433469
their justification	71870
their kick	1591
their lamas	1035
their language	1205206
their last	1119844
their lines	337512
their little	916419
their lives	8946941
their lousy	3299
their lungs	110985
their marbles	6435
their mark	265873
their means	441854
their mechanics	6864
their money	1397054
their mother	1824267
their mouth	138176
their mummies	5403
their natural	1600068
their necks	556575
their new	2549076
their opinion	891392
their own	60532742
their owners	618949
their palms	42136
their patch	6028
their patience	154829
their paws	35333
their pest	1944
their porpoise	138
their potential	686883
their prime	177685
their principals	54242
their pull	6782
their purchase	109410
their resistance	311666
their rowing	4086
their sentences	126091
their shadows	132664
their sole	211809
their space	81579
their spark	2615
their spirit	290513
their spirits	300854
their stuff	63562
their tables	99895
their tails	284428
their tents	254997
their textbooks	29952
their touch	33006
their treasure	58626
their trunks	101529
their two	740946
their unalienable	1890
their vacation	52550
their veins	112090
their vision	276084
their vocal	38619
their wage	75521
their warship	749
their weight	509575
their whey	467
their word	266172
their work	6601208
their working	430487
their young	861252
them ,	76889985
them -	629111
them .	98601479
them ?	4622950
them all	7627216
them are	5478243
them away	1480621
them carpenter	112
them do	689290
them from	9490700
them go	594794
them in	26306752
them into	7036591
them more	1816943
them out	4845042
them rarely	8321
them remained	72259
them they	1030347
them threw	17878
them to	50062439
them up	3763427
them with	12540031
