#id	rank	argument	turkID
arg339484	0.35088	because its better for young kids that have to do school work and its healthier for their eyes. When kids need to do their homework they need to do more reading than watching tv. :-)	ALSMSDQNVZ6IZ
arg497712	0.64912	books even reduce our electricity bills! which uses much of our spending money	ALSMSDQNVZ6IZ
arg569496	0.35088	books are better than TV because most of the TV kids watch add influences to them which are not good and most parents don't care what there children watch and I thank book are better because you learn more from books.	A1M8AYAL3L8ACP
arg135648	0.64912	One Flew over the Cuckoos Nest, East of Eden, Nabokov's Lolita, 1984, Martian Chronicles - I could go on and on. For real. There's very little that beats the world described in books.	A1M8AYAL3L8ACP
arg569496	0.35088	books are better than TV because most of the TV kids watch add influences to them which are not good and most parents don't care what there children watch and I thank book are better because you learn more from books.	ABS2EYLS7OW2J
arg497712	0.64912	books even reduce our electricity bills! which uses much of our spending money	ABS2EYLS7OW2J
arg585714	0.35088	1. Books don't ruin your eyes like TV. does. <br/> 2. Books allow your brain to imagine rather than doing it for you. <br/> 3. Reading books a lot can help you with spelling. <br/> 4. Reading books a lot can help you write better. <br/> 5. Reading books teaches you to read. Watching TV. doesn't	ANUPZSC2M03XH
arg345723	0.64912	I love books, I love getting lost in them. They also improve your literature (so my English teacher said :P)	ANUPZSC2M03XH
arg213555	0.50000	Books enlighten the soul. Books don't destroy the morals of children. Books throw the mind into a series of questions, they take the readers to mystical places, paradise, and even the kitchen sink. They change your perspective on life and often give the reader a sense of relativity. Television is like a drug. It's as bad as nicotine. Fahrenheit 451, the Night Circus, The Secret Garden, Inkheart... Do I have to further explain..?	A3VNGML9U6OLA8
arg213296	0.50000	When you read a book you economize your money. I would like to mention that when you read a book, you do not need to buy any devices for reading and it is not necessary to use electricity.	A3VNGML9U6OLA8
arg213296	0.35088	When you read a book you economize your money. I would like to mention that when you read a book, you do not need to buy any devices for reading and it is not necessary to use electricity.	ALNC4YSYSDV46
arg315568	0.64912	While there are benifits to TV, i think books are better overal for learning as they require more focus.	ALNC4YSYSDV46
arg569496	0.35088	books are better than TV because most of the TV kids watch add influences to them which are not good and most parents don't care what there children watch and I thank book are better because you learn more from books.	A1XJ9VFOJ4LP2X
arg135560	0.64912	books are always better than tv coz. books give more knowledge than tv does.	A1XJ9VFOJ4LP2X
arg135702	0.35088	Books will be always great whatever the new technological developments emerges books has its fixed place in every humans heart	A1MFLGXGQZWHX4
arg339484	0.64912	because its better for young kids that have to do school work and its healthier for their eyes. When kids need to do their homework they need to do more reading than watching tv. :-)	A1MFLGXGQZWHX4
arg135637	0.50000	TV is terrible. Except for Spongebob maybe. That's an alright show. Still, the majority of television is awful. So I'd have to say books based on that.	A32QOCAC7XZJCP
arg135647	0.50000	Television is almost the exact same thing as books, the only difference is, you actually have to move your eyes for books	A32QOCAC7XZJCP
arg159445	0.50000	Books offer improvement with grammar and spelling skills. Plus it's more creative. With TV everything is done for you. With books you can imagine the characters looks and the setting with your own little creativity in it. <br/> Plus you can take books anywhere and everywhere without disrupting anyone.	A1AJSNSGQ9KPVM
arg135702	0.50000	Books will be always great whatever the new technological developments emerges books has its fixed place in every humans heart	A1AJSNSGQ9KPVM
arg569496	0.50000	books are better than TV because most of the TV kids watch add influences to them which are not good and most parents don't care what there children watch and I thank book are better because you learn more from books.	A2A4LHPXF2E2GS
arg213294	0.50000	Well, Books is better than T.V. because T.V. makes you eyes bad is kills imagination dead! Read 'Television' by Roald Dhal you'll know it all!!! :) :) :) :)	A2A4LHPXF2E2GS
arg585714	0.06179	1. Books don't ruin your eyes like TV. does. <br/> 2. Books allow your brain to imagine rather than doing it for you. <br/> 3. Reading books a lot can help you with spelling. <br/> 4. Reading books a lot can help you write better. <br/> 5. Reading books teaches you to read. Watching TV. doesn't	A35V3K3PZ1ULET
arg317750	0.11432	I thick that book are better than TV is it is better i can put you in a whole norther wold and it is educational	A35V3K3PZ1ULET
arg273350	0.41194	Books are better than TV because books have each and every detail briefly . we get to read books like story books , fairy tales, ghost stories etc these books help us in bringing imaginary power in us . In TV only some points are explained and sometimes we cant remember it easily but in books if we forget anything we can now and then read it .At last I only want to tell that books are much and much better than TV .	A35V3K3PZ1ULET
arg218503	0.41194	I say books are better because It has you use your Imagination so the more you read the more your Imagination improves and It helps you to Improve reading, grammar, and it improves your writing skills!!! <br/> Also I want to say I HATE commercials!!! <br/> I hate Sponge bob!!! I would say PBS Kids, history channel, and the other Channels that help kids or adults get smarter I would say are good!	A35V3K3PZ1ULET
arg135553	0.35088	books make you more intelligent. they can also say what people are thinking.	A3TMIAYNRIEI9N
arg497712	0.64912	books even reduce our electricity bills! which uses much of our spending money	A3TMIAYNRIEI9N
arg135648	0.35088	One Flew over the Cuckoos Nest, East of Eden, Nabokov's Lolita, 1984, Martian Chronicles - I could go on and on. For real. There's very little that beats the world described in books.	ANM4NJQR9N3UJ
arg135650	0.64912	If those who have actually read a book, then there is really no debate.	ANM4NJQR9N3UJ
arg159445	0.35088	Books offer improvement with grammar and spelling skills. Plus it's more creative. With TV everything is done for you. With books you can imagine the characters looks and the setting with your own little creativity in it. <br/> Plus you can take books anywhere and everywhere without disrupting anyone.	AIAA5KXS3ZA2N
arg135922	0.64912	some ppl cant read is absolutely idiotic to say <br/> the ppl who cant read wud always run away frm dem <br/> bt even den B for books nd B for best <br/> so books r da best <br/> i cant sleep if i wont read a chapter frm any novel each day <br/> bt actually sometimes i feel reading books all day becomes boring (in schools textbooks nd at home novels) so only sometimes i watch tv nd dat 2 news channels <br/> hence by reading books i can even pass my time nd even improve my speaking skills	AIAA5KXS3ZA2N
arg218503	0.35088	I say books are better because It has you use your Imagination so the more you read the more your Imagination improves and It helps you to Improve reading, grammar, and it improves your writing skills!!! <br/> Also I want to say I HATE commercials!!! <br/> I hate Sponge bob!!! I would say PBS Kids, history channel, and the other Channels that help kids or adults get smarter I would say are good!	A81MHXJIVP4UW
arg136716	0.64912	All TV shows are written down as scripts (a form of book) first...	A81MHXJIVP4UW
arg135702	0.35088	Books will be always great whatever the new technological developments emerges books has its fixed place in every humans heart	A9K8D2QGV413I
arg213294	0.64912	Well, Books is better than T.V. because T.V. makes you eyes bad is kills imagination dead! Read 'Television' by Roald Dhal you'll know it all!!! :) :) :) :)	A9K8D2QGV413I
arg497712	0.35088	books even reduce our electricity bills! which uses much of our spending money	A3Q9HU214IPR1R
arg135648	0.64912	One Flew over the Cuckoos Nest, East of Eden, Nabokov's Lolita, 1984, Martian Chronicles - I could go on and on. For real. There's very little that beats the world described in books.	A3Q9HU214IPR1R
arg213296	0.50000	When you read a book you economize your money. I would like to mention that when you read a book, you do not need to buy any devices for reading and it is not necessary to use electricity.	A3Q0T7PEULMLKD
arg339484	0.50000	because its better for young kids that have to do school work and its healthier for their eyes. When kids need to do their homework they need to do more reading than watching tv. :-)	A3Q0T7PEULMLKD
arg345723	0.41194	I love books, I love getting lost in them. They also improve your literature (so my English teacher said :P)	A1YIBA1KYF80UD
arg135560	0.41194	books are always better than tv coz. books give more knowledge than tv does.	A1YIBA1KYF80UD
arg315568	0.06179	While there are benifits to TV, i think books are better overal for learning as they require more focus.	A1YIBA1KYF80UD
arg135637	0.11432	TV is terrible. Except for Spongebob maybe. That's an alright show. Still, the majority of television is awful. So I'd have to say books based on that.	A1YIBA1KYF80UD
arg663779	0.06179	books are better than TV because TV can make you blind. your eyes can also hurt alot if you watch to much.	ACY3ZOOZMVS7Y
arg345719	0.11432	Have any of you noticed that those who are against books are the ones who have terrible arguments. Like that person who just said TV is awesome with many exclamation marks and in capitals. That clearly proves that books are much better than TV because it TV rots the brain.	ACY3ZOOZMVS7Y
arg135637	0.41194	TV is terrible. Except for Spongebob maybe. That's an alright show. Still, the majority of television is awful. So I'd have to say books based on that.	ACY3ZOOZMVS7Y
arg161579	0.41194	Books r like cool! TV is not! Books are for nerds, Tv is for weirdos, I think Black ops is better! ROFL!	ACY3ZOOZMVS7Y
arg345723	0.17544	I love books, I love getting lost in them. They also improve your literature (so my English teacher said :P)	A22Z7CNIR2E6IE
arg663779	0.32456	books are better than TV because TV can make you blind. your eyes can also hurt alot if you watch to much.	A22Z7CNIR2E6IE
arg273350	0.17544	Books are better than TV because books have each and every detail briefly . we get to read books like story books , fairy tales, ghost stories etc these books help us in bringing imaginary power in us . In TV only some points are explained and sometimes we cant remember it easily but in books if we forget anything we can now and then read it .At last I only want to tell that books are much and much better than TV .	A22Z7CNIR2E6IE
arg223675	0.32456	I think books are better as TV can cause obesity as many people just sit infront of it, it has been proven to cause violence and it reduces learning. Also, books increase someones imagination and creativity as they have to imagine things in the book for themselves. <br/> I am not completely against TV but I do believe that TV is very bad in large amounts and books are very good for people <br/> http://www.echoworld.com/B05/B0510/B0510TVBad.htm	A22Z7CNIR2E6IE
arg159445	0.17544	Books offer improvement with grammar and spelling skills. Plus it's more creative. With TV everything is done for you. With books you can imagine the characters looks and the setting with your own little creativity in it. <br/> Plus you can take books anywhere and everywhere without disrupting anyone.	A2WLK7DN0QVNHB
arg213294	0.32456	Well, Books is better than T.V. because T.V. makes you eyes bad is kills imagination dead! Read 'Television' by Roald Dhal you'll know it all!!! :) :) :) :)	A2WLK7DN0QVNHB
arg339484	0.17544	because its better for young kids that have to do school work and its healthier for their eyes. When kids need to do their homework they need to do more reading than watching tv. :-)	A2WLK7DN0QVNHB
arg135560	0.32456	books are always better than tv coz. books give more knowledge than tv does.	A2WLK7DN0QVNHB
arg213296	0.35088	When you read a book you economize your money. I would like to mention that when you read a book, you do not need to buy any devices for reading and it is not necessary to use electricity.	A2H74STYH3PLT1
arg135650	0.64912	If those who have actually read a book, then there is really no debate.	A2H74STYH3PLT1
arg135647	0.35088	Television is almost the exact same thing as books, the only difference is, you actually have to move your eyes for books	A3NPO6KDLKFEKU
arg273350	0.64912	Books are better than TV because books have each and every detail briefly . we get to read books like story books , fairy tales, ghost stories etc these books help us in bringing imaginary power in us . In TV only some points are explained and sometimes we cant remember it easily but in books if we forget anything we can now and then read it .At last I only want to tell that books are much and much better than TV .	A3NPO6KDLKFEKU
arg315568	0.04376	While there are benifits to TV, i think books are better overal for learning as they require more focus.	A34MRQ1OP87XC6
arg317750	0.08096	I thick that book are better than TV is it is better i can put you in a whole norther wold and it is educational	A34MRQ1OP87XC6
arg569496	0.42581	books are better than TV because most of the TV kids watch add influences to them which are not good and most parents don't care what there children watch and I thank book are better because you learn more from books.	A34MRQ1OP87XC6
arg345723	0.22473	I love books, I love getting lost in them. They also improve your literature (so my English teacher said :P)	A34MRQ1OP87XC6
arg345719	0.22473	Have any of you noticed that those who are against books are the ones who have terrible arguments. Like that person who just said TV is awesome with many exclamation marks and in capitals. That clearly proves that books are much better than TV because it TV rots the brain.	A34MRQ1OP87XC6
arg213472	0.06365	books is well better than tv because it is cheaper to buy a book <br/> if you wanted to buy a tv it would be really dear and you have to buy a tv licence <br/> books can help you learn <br/> a lot of the stuff on tv is either violent or not right for kids <br/> so books are well better	AXL8STMTF8Z21
arg135647	0.08151	Television is almost the exact same thing as books, the only difference is, you actually have to move your eyes for books	AXL8STMTF8Z21
arg213294	0.08526	Well, Books is better than T.V. because T.V. makes you eyes bad is kills imagination dead! Read 'Television' by Roald Dhal you'll know it all!!! :) :) :) :)	AXL8STMTF8Z21
arg213296	0.13612	When you read a book you economize your money. I would like to mention that when you read a book, you do not need to buy any devices for reading and it is not necessary to use electricity.	AXL8STMTF8Z21
arg213555	0.02741	Books enlighten the soul. Books don't destroy the morals of children. Books throw the mind into a series of questions, they take the readers to mystical places, paradise, and even the kitchen sink. They change your perspective on life and often give the reader a sense of relativity. Television is like a drug. It's as bad as nicotine. Fahrenheit 451, the Night Circus, The Secret Garden, Inkheart... Do I have to further explain..?	AXL8STMTF8Z21
arg223675	0.26669	I think books are better as TV can cause obesity as many people just sit infront of it, it has been proven to cause violence and it reduces learning. Also, books increase someones imagination and creativity as they have to imagine things in the book for themselves. <br/> I am not completely against TV but I do believe that TV is very bad in large amounts and books are very good for people <br/> http://www.echoworld.com/B05/B0510/B0510TVBad.htm	AXL8STMTF8Z21
arg218503	0.25410	I say books are better because It has you use your Imagination so the more you read the more your Imagination improves and It helps you to Improve reading, grammar, and it improves your writing skills!!! <br/> Also I want to say I HATE commercials!!! <br/> I hate Sponge bob!!! I would say PBS Kids, history channel, and the other Channels that help kids or adults get smarter I would say are good!	AXL8STMTF8Z21
arg273350	0.08526	Books are better than TV because books have each and every detail briefly . we get to read books like story books , fairy tales, ghost stories etc these books help us in bringing imaginary power in us . In TV only some points are explained and sometimes we cant remember it easily but in books if we forget anything we can now and then read it .At last I only want to tell that books are much and much better than TV .	AXL8STMTF8Z21
arg213296	0.35088	When you read a book you economize your money. I would like to mention that when you read a book, you do not need to buy any devices for reading and it is not necessary to use electricity.	A30VHXPKIKKY67
arg317750	0.64912	I thick that book are better than TV is it is better i can put you in a whole norther wold and it is educational	A30VHXPKIKKY67
arg218503	0.35088	I say books are better because It has you use your Imagination so the more you read the more your Imagination improves and It helps you to Improve reading, grammar, and it improves your writing skills!!! <br/> Also I want to say I HATE commercials!!! <br/> I hate Sponge bob!!! I would say PBS Kids, history channel, and the other Channels that help kids or adults get smarter I would say are good!	A3CPOD5528U95P
arg135648	0.64912	One Flew over the Cuckoos Nest, East of Eden, Nabokov's Lolita, 1984, Martian Chronicles - I could go on and on. For real. There's very little that beats the world described in books.	A3CPOD5528U95P
arg135553	0.35088	books make you more intelligent. they can also say what people are thinking.	A2SYGP6A5GN4S3
arg161579	0.64912	Books r like cool! TV is not! Books are for nerds, Tv is for weirdos, I think Black ops is better! ROFL!	A2SYGP6A5GN4S3
arg136716	0.50000	All TV shows are written down as scripts (a form of book) first...	A3NGY5SA179C5F
arg273350	0.50000	Books are better than TV because books have each and every detail briefly . we get to read books like story books , fairy tales, ghost stories etc these books help us in bringing imaginary power in us . In TV only some points are explained and sometimes we cant remember it easily but in books if we forget anything we can now and then read it .At last I only want to tell that books are much and much better than TV .	A3NGY5SA179C5F
arg315568	0.17544	While there are benifits to TV, i think books are better overal for learning as they require more focus.	A3B7V11T4M2SYI
arg135553	0.32456	books make you more intelligent. they can also say what people are thinking.	A3B7V11T4M2SYI
arg135648	0.17544	One Flew over the Cuckoos Nest, East of Eden, Nabokov's Lolita, 1984, Martian Chronicles - I could go on and on. For real. There's very little that beats the world described in books.	A3B7V11T4M2SYI
arg135702	0.32456	Books will be always great whatever the new technological developments emerges books has its fixed place in every humans heart	A3B7V11T4M2SYI
arg213294	0.35088	Well, Books is better than T.V. because T.V. makes you eyes bad is kills imagination dead! Read 'Television' by Roald Dhal you'll know it all!!! :) :) :) :)	A14XO2I3PA2QC1
arg497712	0.64912	books even reduce our electricity bills! which uses much of our spending money	A14XO2I3PA2QC1
arg213472	0.35088	books is well better than tv because it is cheaper to buy a book <br/> if you wanted to buy a tv it would be really dear and you have to buy a tv licence <br/> books can help you learn <br/> a lot of the stuff on tv is either violent or not right for kids <br/> so books are well better	A2JIQUPKO2CKRH
arg161579	0.64912	Books r like cool! TV is not! Books are for nerds, Tv is for weirdos, I think Black ops is better! ROFL!	A2JIQUPKO2CKRH
arg213472	0.35088	books is well better than tv because it is cheaper to buy a book <br/> if you wanted to buy a tv it would be really dear and you have to buy a tv licence <br/> books can help you learn <br/> a lot of the stuff on tv is either violent or not right for kids <br/> so books are well better	A266TWQKHOB7BW
arg135922	0.64912	some ppl cant read is absolutely idiotic to say <br/> the ppl who cant read wud always run away frm dem <br/> bt even den B for books nd B for best <br/> so books r da best <br/> i cant sleep if i wont read a chapter frm any novel each day <br/> bt actually sometimes i feel reading books all day becomes boring (in schools textbooks nd at home novels) so only sometimes i watch tv nd dat 2 news channels <br/> hence by reading books i can even pass my time nd even improve my speaking skills	A266TWQKHOB7BW
arg663779	0.17544	books are better than TV because TV can make you blind. your eyes can also hurt alot if you watch to much.	ASLGHXA4453BQ
arg135650	0.32456	If those who have actually read a book, then there is really no debate.	ASLGHXA4453BQ
arg213555	0.17544	Books enlighten the soul. Books don't destroy the morals of children. Books throw the mind into a series of questions, they take the readers to mystical places, paradise, and even the kitchen sink. They change your perspective on life and often give the reader a sense of relativity. Television is like a drug. It's as bad as nicotine. Fahrenheit 451, the Night Circus, The Secret Garden, Inkheart... Do I have to further explain..?	ASLGHXA4453BQ
arg136716	0.32456	All TV shows are written down as scripts (a form of book) first...	ASLGHXA4453BQ
arg135647	0.17544	Television is almost the exact same thing as books, the only difference is, you actually have to move your eyes for books	A1AWUMUULMS9DE
arg218503	0.32456	I say books are better because It has you use your Imagination so the more you read the more your Imagination improves and It helps you to Improve reading, grammar, and it improves your writing skills!!! <br/> Also I want to say I HATE commercials!!! <br/> I hate Sponge bob!!! I would say PBS Kids, history channel, and the other Channels that help kids or adults get smarter I would say are good!	A1AWUMUULMS9DE
arg213294	0.17544	Well, Books is better than T.V. because T.V. makes you eyes bad is kills imagination dead! Read 'Television' by Roald Dhal you'll know it all!!! :) :) :) :)	A1AWUMUULMS9DE
arg161579	0.32456	Books r like cool! TV is not! Books are for nerds, Tv is for weirdos, I think Black ops is better! ROFL!	A1AWUMUULMS9DE
arg315568	0.35088	While there are benifits to TV, i think books are better overal for learning as they require more focus.	A3TVVNCW9I6KEA
arg213294	0.64912	Well, Books is better than T.V. because T.V. makes you eyes bad is kills imagination dead! Read 'Television' by Roald Dhal you'll know it all!!! :) :) :) :)	A3TVVNCW9I6KEA
arg135647	0.21277	Television is almost the exact same thing as books, the only difference is, you actually have to move your eyes for books	A17EHWQND2HPWE
arg161579	0.57447	Books r like cool! TV is not! Books are for nerds, Tv is for weirdos, I think Black ops is better! ROFL!	A17EHWQND2HPWE
arg315568	0.21277	While there are benifits to TV, i think books are better overal for learning as they require more focus.	A17EHWQND2HPWE
arg161579	0.50000	Books r like cool! TV is not! Books are for nerds, Tv is for weirdos, I think Black ops is better! ROFL!	A27TG7JJVSH71M
arg663779	0.50000	books are better than TV because TV can make you blind. your eyes can also hurt alot if you watch to much.	A27TG7JJVSH71M
arg159445	0.08772	Books offer improvement with grammar and spelling skills. Plus it's more creative. With TV everything is done for you. With books you can imagine the characters looks and the setting with your own little creativity in it. <br/> Plus you can take books anywhere and everywhere without disrupting anyone.	A2UG4UPA15AGH6
arg317750	0.16228	I thick that book are better than TV is it is better i can put you in a whole norther wold and it is educational	A2UG4UPA15AGH6
arg497712	0.08772	books even reduce our electricity bills! which uses much of our spending money	A2UG4UPA15AGH6
arg135647	0.16228	Television is almost the exact same thing as books, the only difference is, you actually have to move your eyes for books	A2UG4UPA15AGH6
arg135553	0.08772	books make you more intelligent. they can also say what people are thinking.	A2UG4UPA15AGH6
arg213294	0.16228	Well, Books is better than T.V. because T.V. makes you eyes bad is kills imagination dead! Read 'Television' by Roald Dhal you'll know it all!!! :) :) :) :)	A2UG4UPA15AGH6
arg135648	0.08772	One Flew over the Cuckoos Nest, East of Eden, Nabokov's Lolita, 1984, Martian Chronicles - I could go on and on. For real. There's very little that beats the world described in books.	A2UG4UPA15AGH6
arg161579	0.16228	Books r like cool! TV is not! Books are for nerds, Tv is for weirdos, I think Black ops is better! ROFL!	A2UG4UPA15AGH6
arg136716	0.50000	All TV shows are written down as scripts (a form of book) first...	AVT7KJKR643O5
arg135560	0.50000	books are always better than tv coz. books give more knowledge than tv does.	AVT7KJKR643O5
arg213555	0.50000	Books enlighten the soul. Books don't destroy the morals of children. Books throw the mind into a series of questions, they take the readers to mystical places, paradise, and even the kitchen sink. They change your perspective on life and often give the reader a sense of relativity. Television is like a drug. It's as bad as nicotine. Fahrenheit 451, the Night Circus, The Secret Garden, Inkheart... Do I have to further explain..?	A2O8EY1IIVW74
arg135648	0.50000	One Flew over the Cuckoos Nest, East of Eden, Nabokov's Lolita, 1984, Martian Chronicles - I could go on and on. For real. There's very little that beats the world described in books.	A2O8EY1IIVW74
arg273350	0.02292	Books are better than TV because books have each and every detail briefly . we get to read books like story books , fairy tales, ghost stories etc these books help us in bringing imaginary power in us . In TV only some points are explained and sometimes we cant remember it easily but in books if we forget anything we can now and then read it .At last I only want to tell that books are much and much better than TV .	A1VGZ2K3HF66TE
arg213472	0.03266	books is well better than tv because it is cheaper to buy a book <br/> if you wanted to buy a tv it would be really dear and you have to buy a tv licence <br/> books can help you learn <br/> a lot of the stuff on tv is either violent or not right for kids <br/> so books are well better	A1VGZ2K3HF66TE
arg223675	0.02292	I think books are better as TV can cause obesity as many people just sit infront of it, it has been proven to cause violence and it reduces learning. Also, books increase someones imagination and creativity as they have to imagine things in the book for themselves. <br/> I am not completely against TV but I do believe that TV is very bad in large amounts and books are very good for people <br/> http://www.echoworld.com/B05/B0510/B0510TVBad.htm	A1VGZ2K3HF66TE
arg213294	0.03266	Well, Books is better than T.V. because T.V. makes you eyes bad is kills imagination dead! Read 'Television' by Roald Dhal you'll know it all!!! :) :) :) :)	A1VGZ2K3HF66TE
arg135702	0.03266	Books will be always great whatever the new technological developments emerges books has its fixed place in every humans heart	A1VGZ2K3HF66TE
arg213296	0.02292	When you read a book you economize your money. I would like to mention that when you read a book, you do not need to buy any devices for reading and it is not necessary to use electricity.	A1VGZ2K3HF66TE
arg135922	0.04239	some ppl cant read is absolutely idiotic to say <br/> the ppl who cant read wud always run away frm dem <br/> bt even den B for books nd B for best <br/> so books r da best <br/> i cant sleep if i wont read a chapter frm any novel each day <br/> bt actually sometimes i feel reading books all day becomes boring (in schools textbooks nd at home novels) so only sometimes i watch tv nd dat 2 news channels <br/> hence by reading books i can even pass my time nd even improve my speaking skills	A1VGZ2K3HF66TE
arg135637	0.03266	TV is terrible. Except for Spongebob maybe. That's an alright show. Still, the majority of television is awful. So I'd have to say books based on that.	A1VGZ2K3HF66TE
arg135560	0.15277	books are always better than tv coz. books give more knowledge than tv does.	A1VGZ2K3HF66TE
arg135553	0.15277	books make you more intelligent. they can also say what people are thinking.	A1VGZ2K3HF66TE
arg339484	0.05895	because its better for young kids that have to do school work and its healthier for their eyes. When kids need to do their homework they need to do more reading than watching tv. :-)	A1VGZ2K3HF66TE
arg213555	0.02292	Books enlighten the soul. Books don't destroy the morals of children. Books throw the mind into a series of questions, they take the readers to mystical places, paradise, and even the kitchen sink. They change your perspective on life and often give the reader a sense of relativity. Television is like a drug. It's as bad as nicotine. Fahrenheit 451, the Night Circus, The Secret Garden, Inkheart... Do I have to further explain..?	A1VGZ2K3HF66TE
arg497712	0.03266	books even reduce our electricity bills! which uses much of our spending money	A1VGZ2K3HF66TE
arg315568	0.03266	While there are benifits to TV, i think books are better overal for learning as they require more focus.	A1VGZ2K3HF66TE
arg159445	0.15277	Books offer improvement with grammar and spelling skills. Plus it's more creative. With TV everything is done for you. With books you can imagine the characters looks and the setting with your own little creativity in it. <br/> Plus you can take books anywhere and everywhere without disrupting anyone.	A1VGZ2K3HF66TE
arg585714	0.15277	1. Books don't ruin your eyes like TV. does. <br/> 2. Books allow your brain to imagine rather than doing it for you. <br/> 3. Reading books a lot can help you with spelling. <br/> 4. Reading books a lot can help you write better. <br/> 5. Reading books teaches you to read. Watching TV. doesn't	A1VGZ2K3HF66TE
arg135648	0.35088	One Flew over the Cuckoos Nest, East of Eden, Nabokov's Lolita, 1984, Martian Chronicles - I could go on and on. For real. There's very little that beats the world described in books.	A3CPPBPJ602FG1
arg135637	0.64912	TV is terrible. Except for Spongebob maybe. That's an alright show. Still, the majority of television is awful. So I'd have to say books based on that.	A3CPPBPJ602FG1
arg223675	0.35088	I think books are better as TV can cause obesity as many people just sit infront of it, it has been proven to cause violence and it reduces learning. Also, books increase someones imagination and creativity as they have to imagine things in the book for themselves. <br/> I am not completely against TV but I do believe that TV is very bad in large amounts and books are very good for people <br/> http://www.echoworld.com/B05/B0510/B0510TVBad.htm	A37CE37LHUN8M6
arg497712	0.64912	books even reduce our electricity bills! which uses much of our spending money	A37CE37LHUN8M6
arg135553	0.35088	books make you more intelligent. they can also say what people are thinking.	A2FLN8OQXUNWSL
