#id	rank	argument	turkID
arg127723	0.64912	I HAVE TO SAY BUT JUST 1 WORD: CORRUPTION, CORRUPTION & CORRUPTION........	AP6UK6XLJ6J3P
arg133725	0.50000	i m student of class 11 .I have to take part in dbt. that' s why asked you,plz.give me more datas.i will be highly obliged to you	A1S497NEXB4GF5
arg129488	0.50000	Russell Peters is a master at making fun of these people.	A1S497NEXB4GF5
arg105946	0.35088	Nah, they can't even organize their damned streets! They bathe in the same river in which they bury their dead and defecate in - the Ganges! They're extremely poor - they can't even manage their own budget, much less a planet! <br/> I'm going to get down-voted and insulted, but everything I have written is the truth.	A39MCVASCHC57I
arg110540	0.64912	no way! screw off! China will dominate, if not, US will. india will never get the chance to ruin the world!	A39MCVASCHC57I
arg109565	0.35088	India will not lead the world because the gap between the rich and poor is too great and they still heavily believe in the caste system.	AJX3FR868SKDV
arg110562	0.64912	India does not have the potential to lead the world because the country is full of corruption, corruption in politicians ,numerous religion, fight between various religions, and a lot more............................	AJX3FR868SKDV
arg118415	0.35088	As we know that India is fully filled with corruption. Each and every person have no time to help others, his only aim is to earn money in any way.Our manners and civilization are reducing and reducing every day.	A1B1I86LIA4OXU
arg133725	0.64912	i m student of class 11 .I have to take part in dbt. that' s why asked you,plz.give me more datas.i will be highly obliged to you	A1B1I86LIA4OXU
arg109565	0.17544	India will not lead the world because the gap between the rich and poor is too great and they still heavily believe in the caste system.	A19A6GUNMY4LFG
arg108959	0.32456	india is is good adopter but a bad developer and leader should be a great developer	A19A6GUNMY4LFG
arg124182	0.17544	i strongly believe that India cannot lead . u people talk about the 7th , 3rd , 2nd rank of India in area defense and arable land respectively but here we r talking about the supreme power we cant rely on 2nd or 3rd. moreover the people r lazy they don't have the time 2 think about country's development they r happy at their home	A19A6GUNMY4LFG
arg127723	0.32456	I HAVE TO SAY BUT JUST 1 WORD: CORRUPTION, CORRUPTION & CORRUPTION........	A19A6GUNMY4LFG
arg109565	0.13998	India will not lead the world because the gap between the rich and poor is too great and they still heavily believe in the caste system.	A2WLK7DN0QVNHB
arg124182	0.10782	i strongly believe that India cannot lead . u people talk about the 7th , 3rd , 2nd rank of India in area defense and arable land respectively but here we r talking about the supreme power we cant rely on 2nd or 3rd. moreover the people r lazy they don't have the time 2 think about country's development they r happy at their home	A2WLK7DN0QVNHB
arg122478	0.10782	i think, the india is not ready to lead the world because of many reasons.. <br/> 1.) the politians of our country are involved in black money cases. they try to gain or earn money as possible. <br/> 2.) they always try to make a big issue of useless topics. e.g., if a politian says something about another politian, they try to make it a big issue .	A2WLK7DN0QVNHB
arg126375	0.32219	well, India is finding difficult to manage itself first...so there's no question of leading the world so far....but still if we compare so lets have a look at the following points: <br/> 1. almost 90% of India is illiterate(don't be sure of the percentage), so an illiterate country can't lead the world.... <br/> 2.India is more into castes, politics, religions and less into development. <br/> 3.the most important thing is that India doesn't have confidence on itself and is still cursing itself... <br/> So if it goes on so then it is difficult or even impossible to say that "INDIA WILL LEAD THE WORLD WHEN IT CANNOT LEAD ITSELF!!"	A2WLK7DN0QVNHB
arg207311	0.32219	nope last time i checked rags were for scrubbing toilets not fricken headgear. Whooo! USA	A2WLK7DN0QVNHB
arg109565	0.35088	India will not lead the world because the gap between the rich and poor is too great and they still heavily believe in the caste system.	A1GHVYYQ51H18S
arg129488	0.64912	Russell Peters is a master at making fun of these people.	A1GHVYYQ51H18S
arg132199	0.35088	according to a recent report 50% scientists in NASA are indian IITians, just imagine that if those scientists will join ISRO then our status,value and astronomical knowledge of india will definetly increase. <br/> Now,think abt. IITians,students who are qualifying iit, they are known to be superbrain.If India is capable of opening hitech institutions,then why we are unable provide them a perfect job of their level.we are giving international status of education.then why unable to take best advantages from them.this is due to brain drain,lack of industrial development,suitable working environment as well as proper salary.so its the need of the hour to improve our industrial sector.	A34MRQ1OP87XC6
arg108968	0.64912	When the U.S. fought the Brits for their independence, the Brits wore a red uniform. Every time the Americans saw a British soldier, they would yell, "The red coats are coming, the red coats are coming." <br/> If India ever tried to take over the U.S., Americans would be forced to yell, "The red dots are coming, the red dots are coming." ;)	A34MRQ1OP87XC6
arg110540	0.50000	no way! screw off! China will dominate, if not, US will. india will never get the chance to ruin the world!	A1VL15G81KVO59
arg132199	0.50000	according to a recent report 50% scientists in NASA are indian IITians, just imagine that if those scientists will join ISRO then our status,value and astronomical knowledge of india will definetly increase. <br/> Now,think abt. IITians,students who are qualifying iit, they are known to be superbrain.If India is capable of opening hitech institutions,then why we are unable provide them a perfect job of their level.we are giving international status of education.then why unable to take best advantages from them.this is due to brain drain,lack of industrial development,suitable working environment as well as proper salary.so its the need of the hour to improve our industrial sector.	A1VL15G81KVO59
arg126375	0.35088	well, India is finding difficult to manage itself first...so there's no question of leading the world so far....but still if we compare so lets have a look at the following points: <br/> 1. almost 90% of India is illiterate(don't be sure of the percentage), so an illiterate country can't lead the world.... <br/> 2.India is more into castes, politics, religions and less into development. <br/> 3.the most important thing is that India doesn't have confidence on itself and is still cursing itself... <br/> So if it goes on so then it is difficult or even impossible to say that "INDIA WILL LEAD THE WORLD WHEN IT CANNOT LEAD ITSELF!!"	AITZBO84D4JXA
arg155750	0.64912	stupid india they actually really suck. so, BOO INDIA BOO!	AITZBO84D4JXA
arg649666	0.17544	India has Strong Military Neighbors (China & Pakistan)...India has bad relation with Pakistan as they have territorial disputes and also fought 4 wars for this... and as far as china , India relation also become tense with china...due rise of territorial disputes and India interference in Pakistan....as Pakistan China has long term plans ....for example Pak China Economic Corridor and Gawadar Mega Oil City....	A10G0V9R0U5OR
arg132199	0.32456	according to a recent report 50% scientists in NASA are indian IITians, just imagine that if those scientists will join ISRO then our status,value and astronomical knowledge of india will definetly increase. <br/> Now,think abt. IITians,students who are qualifying iit, they are known to be superbrain.If India is capable of opening hitech institutions,then why we are unable provide them a perfect job of their level.we are giving international status of education.then why unable to take best advantages from them.this is due to brain drain,lack of industrial development,suitable working environment as well as proper salary.so its the need of the hour to improve our industrial sector.	A10G0V9R0U5OR
arg118660	0.17544	India has the potential to lead because it has the second largest man power n third largest army in the world n it is a country full of hopes n aspirations n for Indians nothing is impossible, n we r proud to be Indians n we will lead the world n be the king of the world in every manner. even 34% scientists in NASA are Indians.	A10G0V9R0U5OR
arg129488	0.32456	Russell Peters is a master at making fun of these people.	A10G0V9R0U5OR
arg118518	0.35088	India... where they have like a whole class of opressed people and a huge wealth differences? And with a language that the majority of the world can't understand and doesn't want to understand? India's education quality has nothing compared to Western education and it's the superpowers that control the world's economy. <br/> I highly doubt India will ever lead the world, and it doesn't even have the potential to. It should leave that to the superpowers.	A3K37WVVP76YWZ
arg155750	0.64912	stupid india they actually really suck. so, BOO INDIA BOO!	A3K37WVVP76YWZ
arg207311	0.25000	nope last time i checked rags were for scrubbing toilets not fricken headgear. Whooo! USA	A2AY6KIVJ7ZSCU
arg108959	0.25000	india is is good adopter but a bad developer and leader should be a great developer	A2AY6KIVJ7ZSCU
arg124182	0.25000	i strongly believe that India cannot lead . u people talk about the 7th , 3rd , 2nd rank of India in area defense and arable land respectively but here we r talking about the supreme power we cant rely on 2nd or 3rd. moreover the people r lazy they don't have the time 2 think about country's development they r happy at their home	A2AY6KIVJ7ZSCU
arg118415	0.25000	As we know that India is fully filled with corruption. Each and every person have no time to help others, his only aim is to earn money in any way.Our manners and civilization are reducing and reducing every day.	A2AY6KIVJ7ZSCU
arg119997	0.35088	The increasing population means less land, and less land means a big crowd on every place. India is able to win gold medal of corrosion, terrorism , illeteracy, violence, etc.	A1XRLHJF784XEK
arg125382	0.64912	with the cream layer quota system i don't prefer india to be leading the world in near future..... <br/> yes india have the potential.. but corruption , this quota system ( not helpful to anyone) , and the main reason brain drain , don't specialy help india in the matter....	A1XRLHJF784XEK
arg125382	0.22586	with the cream layer quota system i don't prefer india to be leading the world in near future..... <br/> yes india have the potential.. but corruption , this quota system ( not helpful to anyone) , and the main reason brain drain , don't specialy help india in the matter....	A3V23L7PDHJ79Y
arg105946	0.22586	Nah, they can't even organize their damned streets! They bathe in the same river in which they bury their dead and defecate in - the Ganges! They're extremely poor - they can't even manage their own budget, much less a planet! <br/> I'm going to get down-voted and insulted, but everything I have written is the truth.	A3V23L7PDHJ79Y
arg108968	0.22586	When the U.S. fought the Brits for their independence, the Brits wore a red uniform. Every time the Americans saw a British soldier, they would yell, "The red coats are coming, the red coats are coming." <br/> If India ever tried to take over the U.S., Americans would be forced to yell, "The red dots are coming, the red dots are coming." ;)	A3V23L7PDHJ79Y
arg206923	0.22586	this does not even make sense no one country should lead the world we all started together and thats the way it should end and everyone has there ways this is just not logical at all	A3V23L7PDHJ79Y
arg118415	0.03388	As we know that India is fully filled with corruption. Each and every person have no time to help others, his only aim is to earn money in any way.Our manners and civilization are reducing and reducing every day.	A3V23L7PDHJ79Y
arg129488	0.06268	Russell Peters is a master at making fun of these people.	A3V23L7PDHJ79Y
arg145468	0.35088	All we can say is a big IF because we are not yet 100% sure if this nation itself could lead the whole world. Who knows maybe in the future that India could fail to lead us. There are still other countries who are more progressive, more literated, more powerful than India, like the USA, United Kingdom, Russia, Japan, etc. This nation doesn't have yet enought potentials and ability to sustain the needs of the people. India is not yet that full of technologies like in the Americas. Well in fact technology is one of the most sophisticated and essential inventions ever created.	A255J6F9EXVLS8
arg118518	0.64912	India... where they have like a whole class of opressed people and a huge wealth differences? And with a language that the majority of the world can't understand and doesn't want to understand? India's education quality has nothing compared to Western education and it's the superpowers that control the world's economy. <br/> I highly doubt India will ever lead the world, and it doesn't even have the potential to. It should leave that to the superpowers.	A255J6F9EXVLS8
arg109565	0.46351	India will not lead the world because the gap between the rich and poor is too great and they still heavily believe in the caste system.	A34TCCHKIGW8ND
arg118415	0.48649	As we know that India is fully filled with corruption. Each and every person have no time to help others, his only aim is to earn money in any way.Our manners and civilization are reducing and reducing every day.	A34TCCHKIGW8ND
arg108959	0.05000	india is is good adopter but a bad developer and leader should be a great developer	A34TCCHKIGW8ND
arg123178	0.35088	i think with this growing condition Idia cannot replace other developed countries like USA LONDON AND other countries. <br/> Because most of the people are illitrate here so i think india cant.	A2ARKEEG5SZV6J
arg106273	0.64912	India will never lead the world as long as no one can understand what they are saying with their freaking accent ;)	A2ARKEEG5SZV6J
arg123962	0.17544	Ha ha, no. <br/> India was most successful when it was ruled by other empires, they cant even lead themselves.	A2ONZ9G8NG87O9
arg110540	0.32456	no way! screw off! China will dominate, if not, US will. india will never get the chance to ruin the world!	A2ONZ9G8NG87O9
arg118660	0.17544	India has the potential to lead because it has the second largest man power n third largest army in the world n it is a country full of hopes n aspirations n for Indians nothing is impossible, n we r proud to be Indians n we will lead the world n be the king of the world in every manner. even 34% scientists in NASA are Indians.	A2ONZ9G8NG87O9
arg108968	0.32456	When the U.S. fought the Brits for their independence, the Brits wore a red uniform. Every time the Americans saw a British soldier, they would yell, "The red coats are coming, the red coats are coming." <br/> If India ever tried to take over the U.S., Americans would be forced to yell, "The red dots are coming, the red dots are coming." ;)	A2ONZ9G8NG87O9
arg127723	0.25000	I HAVE TO SAY BUT JUST 1 WORD: CORRUPTION, CORRUPTION & CORRUPTION........	A15O1N2NPS6GW4
arg155750	0.25000	stupid india they actually really suck. so, BOO INDIA BOO!	A15O1N2NPS6GW4
arg106273	0.25000	India will never lead the world as long as no one can understand what they are saying with their freaking accent ;)	A15O1N2NPS6GW4
arg207311	0.25000	nope last time i checked rags were for scrubbing toilets not fricken headgear. Whooo! USA	A15O1N2NPS6GW4
arg110540	0.07463	no way! screw off! China will dominate, if not, US will. india will never get the chance to ruin the world!	A21KAF2UPPRWH7
arg129488	0.13806	Russell Peters is a master at making fun of these people.	A21KAF2UPPRWH7
arg649666	0.07463	India has Strong Military Neighbors (China & Pakistan)...India has bad relation with Pakistan as they have territorial disputes and also fought 4 wars for this... and as far as china , India relation also become tense with china...due rise of territorial disputes and India interference in Pakistan....as Pakistan China has long term plans ....for example Pak China Economic Corridor and Gawadar Mega Oil City....	A21KAF2UPPRWH7
arg105946	0.13806	Nah, they can't even organize their damned streets! They bathe in the same river in which they bury their dead and defecate in - the Ganges! They're extremely poor - they can't even manage their own budget, much less a planet! <br/> I'm going to get down-voted and insulted, but everything I have written is the truth.	A21KAF2UPPRWH7
arg145468	0.07463	All we can say is a big IF because we are not yet 100% sure if this nation itself could lead the whole world. Who knows maybe in the future that India could fail to lead us. There are still other countries who are more progressive, more literated, more powerful than India, like the USA, United Kingdom, Russia, Japan, etc. This nation doesn't have yet enought potentials and ability to sustain the needs of the people. India is not yet that full of technologies like in the Americas. Well in fact technology is one of the most sophisticated and essential inventions ever created.	A21KAF2UPPRWH7
arg133652	0.10634	wow! syona i m very much impressed by your views. from where did you get these unique datas,i kindly request you to submit more pts. like all these plz. don't mind my words syona, but all these special datas are accurate?reply me soon!	A21KAF2UPPRWH7
arg108968	0.10634	When the U.S. fought the Brits for their independence, the Brits wore a red uniform. Every time the Americans saw a British soldier, they would yell, "The red coats are coming, the red coats are coming." <br/> If India ever tried to take over the U.S., Americans would be forced to yell, "The red dots are coming, the red dots are coming." ;)	A21KAF2UPPRWH7
arg118660	0.07463	India has the potential to lead because it has the second largest man power n third largest army in the world n it is a country full of hopes n aspirations n for Indians nothing is impossible, n we r proud to be Indians n we will lead the world n be the king of the world in every manner. even 34% scientists in NASA are Indians.	A21KAF2UPPRWH7
arg132199	0.10634	according to a recent report 50% scientists in NASA are indian IITians, just imagine that if those scientists will join ISRO then our status,value and astronomical knowledge of india will definetly increase. <br/> Now,think abt. IITians,students who are qualifying iit, they are known to be superbrain.If India is capable of opening hitech institutions,then why we are unable provide them a perfect job of their level.we are giving international status of education.then why unable to take best advantages from them.this is due to brain drain,lack of industrial development,suitable working environment as well as proper salary.so its the need of the hour to improve our industrial sector.	A21KAF2UPPRWH7
arg106273	0.10634	India will never lead the world as long as no one can understand what they are saying with their freaking accent ;)	A21KAF2UPPRWH7
arg649666	0.34117	India has Strong Military Neighbors (China & Pakistan)...India has bad relation with Pakistan as they have territorial disputes and also fought 4 wars for this... and as far as china , India relation also become tense with china...due rise of territorial disputes and India interference in Pakistan....as Pakistan China has long term plans ....for example Pak China Economic Corridor and Gawadar Mega Oil City....	A2E72ZI1VESTMR
arg129488	0.47441	Russell Peters is a master at making fun of these people.	A2E72ZI1VESTMR
arg118415	0.18442	As we know that India is fully filled with corruption. Each and every person have no time to help others, his only aim is to earn money in any way.Our manners and civilization are reducing and reducing every day.	A2E72ZI1VESTMR
arg109565	0.35088	India will not lead the world because the gap between the rich and poor is too great and they still heavily believe in the caste system.	A2THTVAODX65W3
arg133725	0.64912	i m student of class 11 .I have to take part in dbt. that' s why asked you,plz.give me more datas.i will be highly obliged to you	A2THTVAODX65W3
arg649666	0.17544	India has Strong Military Neighbors (China & Pakistan)...India has bad relation with Pakistan as they have territorial disputes and also fought 4 wars for this... and as far as china , India relation also become tense with china...due rise of territorial disputes and India interference in Pakistan....as Pakistan China has long term plans ....for example Pak China Economic Corridor and Gawadar Mega Oil City....	A1GERD9GDY898Y
arg126375	0.32456	well, India is finding difficult to manage itself first...so there's no question of leading the world so far....but still if we compare so lets have a look at the following points: <br/> 1. almost 90% of India is illiterate(don't be sure of the percentage), so an illiterate country can't lead the world.... <br/> 2.India is more into castes, politics, religions and less into development. <br/> 3.the most important thing is that India doesn't have confidence on itself and is still cursing itself... <br/> So if it goes on so then it is difficult or even impossible to say that "INDIA WILL LEAD THE WORLD WHEN IT CANNOT LEAD ITSELF!!"	A1GERD9GDY898Y
arg128469	0.17544	First of, India does NOT have the potential to "rule" the world because have you seen the people? Good Indian people with good minds are in some foreign country getting a Nobel prize while the others are just stuck ups who don't do anything and push the people who come up, down. Nobody actually lets anyone succeed. That's why!	A1GERD9GDY898Y
arg207311	0.32456	nope last time i checked rags were for scrubbing toilets not fricken headgear. Whooo! USA	A1GERD9GDY898Y
arg123962	0.17544	Ha ha, no. <br/> India was most successful when it was ruled by other empires, they cant even lead themselves.	A1MV5M3IOQNSM0
arg108968	0.32456	When the U.S. fought the Brits for their independence, the Brits wore a red uniform. Every time the Americans saw a British soldier, they would yell, "The red coats are coming, the red coats are coming." <br/> If India ever tried to take over the U.S., Americans would be forced to yell, "The red dots are coming, the red dots are coming." ;)	A1MV5M3IOQNSM0
arg122478	0.17544	i think, the india is not ready to lead the world because of many reasons.. <br/> 1.) the politians of our country are involved in black money cases. they try to gain or earn money as possible. <br/> 2.) they always try to make a big issue of useless topics. e.g., if a politian says something about another politian, they try to make it a big issue .	A1MV5M3IOQNSM0
arg118415	0.32456	As we know that India is fully filled with corruption. Each and every person have no time to help others, his only aim is to earn money in any way.Our manners and civilization are reducing and reducing every day.	A1MV5M3IOQNSM0
arg110562	0.35088	India does not have the potential to lead the world because the country is full of corruption, corruption in politicians ,numerous religion, fight between various religions, and a lot more............................	A3D6LOHYNO32IT
arg207311	0.64912	nope last time i checked rags were for scrubbing toilets not fricken headgear. Whooo! USA	A3D6LOHYNO32IT
arg108959	0.11696	india is is good adopter but a bad developer and leader should be a great developer	A1ZRGFE2TS2MY0
arg110540	0.21637	no way! screw off! China will dominate, if not, US will. india will never get the chance to ruin the world!	A1ZRGFE2TS2MY0
arg118214	0.11696	i dont think soooo even as an indian citizen.........because of soo much unemployment i dont think the gdp of india will increase in the next 5 years....... they dont even have enough funds to feed all the poor..how can we even imagine them to lead the world...........	A1ZRGFE2TS2MY0
arg118518	0.21637	India... where they have like a whole class of opressed people and a huge wealth differences? And with a language that the majority of the world can't understand and doesn't want to understand? India's education quality has nothing compared to Western education and it's the superpowers that control the world's economy. <br/> I highly doubt India will ever lead the world, and it doesn't even have the potential to. It should leave that to the superpowers.	A1ZRGFE2TS2MY0
arg105946	0.11696	Nah, they can't even organize their damned streets! They bathe in the same river in which they bury their dead and defecate in - the Ganges! They're extremely poor - they can't even manage their own budget, much less a planet! <br/> I'm going to get down-voted and insulted, but everything I have written is the truth.	A1ZRGFE2TS2MY0
arg206923	0.21637	this does not even make sense no one country should lead the world we all started together and thats the way it should end and everyone has there ways this is just not logical at all	A1ZRGFE2TS2MY0
arg132199	0.35088	according to a recent report 50% scientists in NASA are indian IITians, just imagine that if those scientists will join ISRO then our status,value and astronomical knowledge of india will definetly increase. <br/> Now,think abt. IITians,students who are qualifying iit, they are known to be superbrain.If India is capable of opening hitech institutions,then why we are unable provide them a perfect job of their level.we are giving international status of education.then why unable to take best advantages from them.this is due to brain drain,lack of industrial development,suitable working environment as well as proper salary.so its the need of the hour to improve our industrial sector.	A2WMBPE1ZF2E3R
arg118214	0.64912	i dont think soooo even as an indian citizen.........because of soo much unemployment i dont think the gdp of india will increase in the next 5 years....... they dont even have enough funds to feed all the poor..how can we even imagine them to lead the world...........	A2WMBPE1ZF2E3R
arg122478	0.35088	i think, the india is not ready to lead the world because of many reasons.. <br/> 1.) the politians of our country are involved in black money cases. they try to gain or earn money as possible. <br/> 2.) they always try to make a big issue of useless topics. e.g., if a politian says something about another politian, they try to make it a big issue .	A23E71AZA46QYP
