#id	rank	argument	turkID
arg244447	0.02764	Oh lol. People to point this out believing in God is called "faith" and we don't need proof to deal with this atheist's. The idea of God is false is your own words, and I don't have to deal with this , whatever you think is your faith so we won't stop you. Both side contradicts each others belief and no one truthfully wins. This is probably a fight between two armies where both doesn't win until the end. Mainly , I support Christianity because of my "faith to God" and your proof that God doesn't exist doesn't change the case or turn it the other way around.	ACBCCAOV8UIKY
arg231463	0.15180	I DON'T BELIEVE IN CHRISTIANITY NOR ATHEISM. I AM A MUSLIM, THATS THE BEST RELIGION...	ACBCCAOV8UIKY
arg240139	0.15180	i am christian so i have to back up my religon and i also get to go to church.	ACBCCAOV8UIKY
arg231279	0.02764	Science attests to the existence of God, its only a question of which one at this point.	ACBCCAOV8UIKY
arg229582	0.05113	Atheists rely on proof even though they have none... So if my religion has no proof so that gives your religion proof atheists? Makes no sense. Where atheists have nothing to back themselves up with, when Christians do. And the thing they have to back themselves up with is the Bible, what do the atheists have? Evolution? Everyone knows evolution is a load of crap.	ACBCCAOV8UIKY
arg636360	0.35088	One of the key component to Christianity is FAITH. Just you because you can't see it doesn't mean it's not there. Gravity, for example, you can't see it, feel it, or hear it, but you know it's there. Faith to Christians is the same way.	A2DVDYE2SXT0BB
arg434786	0.64912	I assume everyone on this side of this argument was raised in a Christian home, grow a pair and ask yourself, why do I worship a scruffy sandal wearing cultist.	A2DVDYE2SXT0BB
arg244447	0.08772	Oh lol. People to point this out believing in God is called "faith" and we don't need proof to deal with this atheist's. The idea of God is false is your own words, and I don't have to deal with this , whatever you think is your faith so we won't stop you. Both side contradicts each others belief and no one truthfully wins. This is probably a fight between two armies where both doesn't win until the end. Mainly , I support Christianity because of my "faith to God" and your proof that God doesn't exist doesn't change the case or turn it the other way around.	ALSMSDQNVZ6IZ
arg317490	0.16228	I have a personal relationship with Christ. I do believe.	ALSMSDQNVZ6IZ
arg238404	0.08772	You rather die believing in god,than not believing and finding out he exists!	ALSMSDQNVZ6IZ
arg289787	0.16228	Christianity of course. Can't imagine life if I didn't believe in God. Actually I can, it would be hell.	ALSMSDQNVZ6IZ
arg644073	0.08772	Christianity does offer hope in the world. Christianity does tell others to help the poor.	ALSMSDQNVZ6IZ
arg243562	0.16228	If God doesn't exist, how come there are loads of predictions, sent by God, written thousands of years before Jesus saying exactly what happened to Jesus?	ALSMSDQNVZ6IZ
arg231279	0.08772	Science attests to the existence of God, its only a question of which one at this point.	ALSMSDQNVZ6IZ
arg229272	0.16228	Well, as an active Pastafarian, I am disappointed at the lack of recognition of our religion. Along with Islam, Judaism, Mormonism, Roman mythology, Greek mythology, Norse mythology, Hinduism, Sikhism, Jainism, Egyptian mythology, and Buddhism. <br/> But seeing as I am a theist, I must be on this side. <br/> Don't you wish there was a sarcasm feature on the internet?	ALSMSDQNVZ6IZ
arg636360	0.35088	One of the key component to Christianity is FAITH. Just you because you can't see it doesn't mean it's not there. Gravity, for example, you can't see it, feel it, or hear it, but you know it's there. Faith to Christians is the same way.	A3AGBTMJGYTG8
arg644073	0.64912	Christianity does offer hope in the world. Christianity does tell others to help the poor.	A3AGBTMJGYTG8
arg229317	0.35088	Christianity strives to promote better morals and ethics. What does atheism contribute? Nothing. To believe that one should follow the ways of Christ, what harm is there. Real or not, Christ is still a better example to follow than any atheist. For a ideology to be better than any human must really piss off those that fall way short of it.	A1D9R6BAMM1PYX
arg237221	0.64912	Definitely Christianity :) and i am blessed to go to a christian school where i get to learn more about our amazing god :)	A1D9R6BAMM1PYX
arg254853	0.35088	all this debate proves is that the internet is full of conceded, stuck up, narcissistic, atheists who are totally bigoted and intolerant of other peoples beliefs and cant leave people alone to worship or not worship as they chose athieists are biggots plain and simple	A35V3K3PZ1ULET
arg231008	0.64912	i'm not a Christianity but i mean if your a Christianity, you really can't argue with them at all unless your argument is base on on the same subject. kinda of like Street fighting and UFC. different platform.	A35V3K3PZ1ULET
arg247556	0.35088	Christianity, because I always root for the underdog. The membership of the atheist here is way bigger. Just look at the congregations of both.	A1C0H8G0YI15MN
arg231463	0.64912	I DON'T BELIEVE IN CHRISTIANITY NOR ATHEISM. I AM A MUSLIM, THATS THE BEST RELIGION...	A1C0H8G0YI15MN
arg231279	0.50000	Science attests to the existence of God, its only a question of which one at this point.	A14GGN4344NJZ5
arg236317	0.50000	This is just wrong we should not insult who we believe in we do not need to know what you people think	A14GGN4344NJZ5
arg254853	0.35088	all this debate proves is that the internet is full of conceded, stuck up, narcissistic, atheists who are totally bigoted and intolerant of other peoples beliefs and cant leave people alone to worship or not worship as they chose athieists are biggots plain and simple	A2ZWOPNOG2A5PX
arg231463	0.64912	I DON'T BELIEVE IN CHRISTIANITY NOR ATHEISM. I AM A MUSLIM, THATS THE BEST RELIGION...	A2ZWOPNOG2A5PX
arg236317	0.35088	This is just wrong we should not insult who we believe in we do not need to know what you people think	A292G4KJZXKDVL
arg237221	0.64912	Definitely Christianity :) and i am blessed to go to a christian school where i get to learn more about our amazing god :)	A292G4KJZXKDVL
arg238404	0.35088	You rather die believing in god,than not believing and finding out he exists!	A33WY7RGD05VEH
arg244447	0.64912	Oh lol. People to point this out believing in God is called "faith" and we don't need proof to deal with this atheist's. The idea of God is false is your own words, and I don't have to deal with this , whatever you think is your faith so we won't stop you. Both side contradicts each others belief and no one truthfully wins. This is probably a fight between two armies where both doesn't win until the end. Mainly , I support Christianity because of my "faith to God" and your proof that God doesn't exist doesn't change the case or turn it the other way around.	A33WY7RGD05VEH
arg236641	0.35088	I was raised in a Freewill Baptist Church and was lucky to encounter a church full of people who were actually kind and practiced what they preached. Now, I consider myself a non-denominational who still wholly believes in the beliefs and teachings of the Christians, only now I see it like this: I believe in God, not religion.	A3CWS6BK1HPMRP
arg317490	0.64912	I have a personal relationship with Christ. I do believe.	A3CWS6BK1HPMRP
arg237221	0.35088	Definitely Christianity :) and i am blessed to go to a christian school where i get to learn more about our amazing god :)	A1BLMUNWQS77XM
arg229272	0.64912	Well, as an active Pastafarian, I am disappointed at the lack of recognition of our religion. Along with Islam, Judaism, Mormonism, Roman mythology, Greek mythology, Norse mythology, Hinduism, Sikhism, Jainism, Egyptian mythology, and Buddhism. <br/> But seeing as I am a theist, I must be on this side. <br/> Don't you wish there was a sarcasm feature on the internet?	A1BLMUNWQS77XM
arg317490	0.50000	I have a personal relationship with Christ. I do believe.	A2HZYU9KF4BT9P
arg230910	0.50000	This is the most idiotic debate i have ever seen. HOW you tell me please hoe did we get so perfect were the earth and sun and moon is in the right spot and are bodys function perfectly are hands made distinctively. Cause we were made after his own image.	A2HZYU9KF4BT9P
arg328209	0.35088	I am a Christian for I believe there is a just God who will do ultimate justice for the good and bad deeds done here on earth.	A1KJ9DKFU6E4RM
arg244447	0.64912	Oh lol. People to point this out believing in God is called "faith" and we don't need proof to deal with this atheist's. The idea of God is false is your own words, and I don't have to deal with this , whatever you think is your faith so we won't stop you. Both side contradicts each others belief and no one truthfully wins. This is probably a fight between two armies where both doesn't win until the end. Mainly , I support Christianity because of my "faith to God" and your proof that God doesn't exist doesn't change the case or turn it the other way around.	A1KJ9DKFU6E4RM
arg289787	0.50000	Christianity of course. Can't imagine life if I didn't believe in God. Actually I can, it would be hell.	A16QTA8P8LSIJX
arg237221	0.50000	Definitely Christianity :) and i am blessed to go to a christian school where i get to learn more about our amazing god :)	A16QTA8P8LSIJX
arg236641	0.35088	I was raised in a Freewill Baptist Church and was lucky to encounter a church full of people who were actually kind and practiced what they preached. Now, I consider myself a non-denominational who still wholly believes in the beliefs and teachings of the Christians, only now I see it like this: I believe in God, not religion.	AIG4TEJXXQPFJ
arg254853	0.64912	all this debate proves is that the internet is full of conceded, stuck up, narcissistic, atheists who are totally bigoted and intolerant of other peoples beliefs and cant leave people alone to worship or not worship as they chose athieists are biggots plain and simple	AIG4TEJXXQPFJ
arg243562	0.07018	If God doesn't exist, how come there are loads of predictions, sent by God, written thousands of years before Jesus saying exactly what happened to Jesus?	ACY3ZOOZMVS7Y
arg236317	0.12982	This is just wrong we should not insult who we believe in we do not need to know what you people think	ACY3ZOOZMVS7Y
arg636360	0.07018	One of the key component to Christianity is FAITH. Just you because you can't see it doesn't mean it's not there. Gravity, for example, you can't see it, feel it, or hear it, but you know it's there. Faith to Christians is the same way.	ACY3ZOOZMVS7Y
arg231279	0.12982	Science attests to the existence of God, its only a question of which one at this point.	ACY3ZOOZMVS7Y
arg289787	0.07018	Christianity of course. Can't imagine life if I didn't believe in God. Actually I can, it would be hell.	ACY3ZOOZMVS7Y
arg229582	0.12982	Atheists rely on proof even though they have none... So if my religion has no proof so that gives your religion proof atheists? Makes no sense. Where atheists have nothing to back themselves up with, when Christians do. And the thing they have to back themselves up with is the Bible, what do the atheists have? Evolution? Everyone knows evolution is a load of crap.	ACY3ZOOZMVS7Y
arg229317	0.07018	Christianity strives to promote better morals and ethics. What does atheism contribute? Nothing. To believe that one should follow the ways of Christ, what harm is there. Real or not, Christ is still a better example to follow than any atheist. For a ideology to be better than any human must really piss off those that fall way short of it.	ACY3ZOOZMVS7Y
arg434786	0.12982	I assume everyone on this side of this argument was raised in a Christian home, grow a pair and ask yourself, why do I worship a scruffy sandal wearing cultist.	ACY3ZOOZMVS7Y
arg328209	0.07018	I am a Christian for I believe there is a just God who will do ultimate justice for the good and bad deeds done here on earth.	ACY3ZOOZMVS7Y
arg247556	0.12982	Christianity, because I always root for the underdog. The membership of the atheist here is way bigger. Just look at the congregations of both.	ACY3ZOOZMVS7Y
arg317490	0.50000	I have a personal relationship with Christ. I do believe.	A2NWA0AETJ8FTS
arg244440	0.50000	Atheism is based on science, but faith is based on the soul. An atheist is always looking for the absence of God, but religious person just believes. Atheism should be constantly fed, but faith shouldn't be. <br/> Although I'm religious person, I think atheist can stand to hear besause everyone is indepent and everyone has to have his own opinion.	A2NWA0AETJ8FTS
arg608928	0.35088	Well though I behave as an atheist certainly I don't forget the principles and norms of Christianity;As this argument has heated up,Its better to conclude that this trend of atheism has not really gained that much ground and it would be anomalous to conceal our religion and say we support atheism.	ADGY0IODFGJOX
arg289787	0.64912	Christianity of course. Can't imagine life if I didn't believe in God. Actually I can, it would be hell.	ADGY0IODFGJOX
arg238404	0.35088	You rather die believing in god,than not believing and finding out he exists!	A1RAXXZS4HSUTF
arg247556	0.64912	Christianity, because I always root for the underdog. The membership of the atheist here is way bigger. Just look at the congregations of both.	A1RAXXZS4HSUTF
arg230311	0.35088	I found more peace in my belief and will continue to seek the Lord until the day I die.	A39K6ZC1DXXDF0
arg247556	0.64912	Christianity, because I always root for the underdog. The membership of the atheist here is way bigger. Just look at the congregations of both.	A39K6ZC1DXXDF0
arg238404	0.35088	You rather die believing in god,than not believing and finding out he exists!	A2L1SWV1V5CRLV
arg229272	0.64912	Well, as an active Pastafarian, I am disappointed at the lack of recognition of our religion. Along with Islam, Judaism, Mormonism, Roman mythology, Greek mythology, Norse mythology, Hinduism, Sikhism, Jainism, Egyptian mythology, and Buddhism. <br/> But seeing as I am a theist, I must be on this side. <br/> Don't you wish there was a sarcasm feature on the internet?	A2L1SWV1V5CRLV
arg244440	0.17544	Atheism is based on science, but faith is based on the soul. An atheist is always looking for the absence of God, but religious person just believes. Atheism should be constantly fed, but faith shouldn't be. <br/> Although I'm religious person, I think atheist can stand to hear besause everyone is indepent and everyone has to have his own opinion.	A3K3GZPG7L4TGF
arg244447	0.32456	Oh lol. People to point this out believing in God is called "faith" and we don't need proof to deal with this atheist's. The idea of God is false is your own words, and I don't have to deal with this , whatever you think is your faith so we won't stop you. Both side contradicts each others belief and no one truthfully wins. This is probably a fight between two armies where both doesn't win until the end. Mainly , I support Christianity because of my "faith to God" and your proof that God doesn't exist doesn't change the case or turn it the other way around.	A3K3GZPG7L4TGF
arg230910	0.17544	This is the most idiotic debate i have ever seen. HOW you tell me please hoe did we get so perfect were the earth and sun and moon is in the right spot and are bodys function perfectly are hands made distinctively. Cause we were made after his own image.	A3K3GZPG7L4TGF
arg245838	0.32456	why are we fighting, right now those scientologists are running rampant. We need to come together to fight them	A3K3GZPG7L4TGF
arg238404	0.35088	You rather die believing in god,than not believing and finding out he exists!	AA8Q9WG76DXR0
arg296771	0.64912	I am neither Christian nor Atheist , but despite I beleive that Christianity is better than Atheism.If there is no place for God in your life , it can not even be callad as a "life".	AA8Q9WG76DXR0
arg244440	0.50000	Atheism is based on science, but faith is based on the soul. An atheist is always looking for the absence of God, but religious person just believes. Atheism should be constantly fed, but faith shouldn't be. <br/> Although I'm religious person, I think atheist can stand to hear besause everyone is indepent and everyone has to have his own opinion.	AXL8STMTF8Z21
arg231279	0.50000	Science attests to the existence of God, its only a question of which one at this point.	AXL8STMTF8Z21
arg608928	0.50000	Well though I behave as an atheist certainly I don't forget the principles and norms of Christianity;As this argument has heated up,Its better to conclude that this trend of atheism has not really gained that much ground and it would be anomalous to conceal our religion and say we support atheism.	AYDLHDAL9UK6X
arg231008	0.50000	i'm not a Christianity but i mean if your a Christianity, you really can't argue with them at all unless your argument is base on on the same subject. kinda of like Street fighting and UFC. different platform.	AYDLHDAL9UK6X
arg231279	0.35088	Science attests to the existence of God, its only a question of which one at this point.	A36D9GAQ4KYP8E
arg247556	0.64912	Christianity, because I always root for the underdog. The membership of the atheist here is way bigger. Just look at the congregations of both.	A36D9GAQ4KYP8E
arg608928	0.50000	Well though I behave as an atheist certainly I don't forget the principles and norms of Christianity;As this argument has heated up,Its better to conclude that this trend of atheism has not really gained that much ground and it would be anomalous to conceal our religion and say we support atheism.	A4C3XOFLUV3SN
arg231463	0.50000	I DON'T BELIEVE IN CHRISTIANITY NOR ATHEISM. I AM A MUSLIM, THATS THE BEST RELIGION...	A4C3XOFLUV3SN
arg434786	0.13377	I assume everyone on this side of this argument was raised in a Christian home, grow a pair and ask yourself, why do I worship a scruffy sandal wearing cultist.	A23XM9DGWLJ2O6
arg236317	0.07231	This is just wrong we should not insult who we believe in we do not need to know what you people think	A23XM9DGWLJ2O6
arg636360	0.01546	One of the key component to Christianity is FAITH. Just you because you can't see it doesn't mean it's not there. Gravity, for example, you can't see it, feel it, or hear it, but you know it's there. Faith to Christians is the same way.	A23XM9DGWLJ2O6
arg237221	0.04173	Definitely Christianity :) and i am blessed to go to a christian school where i get to learn more about our amazing god :)	A23XM9DGWLJ2O6
arg229291	0.07231	False Dichotomy. <br/> ---------------------------------------------------------------------------------------------------- <br/> I would also like to point that atheism predates Christianity, destroying your "test of time" argument (which was bullshit to begin with- argumentum ad populum). In fact, by definition, atheism predates religion.	A23XM9DGWLJ2O6
arg230311	0.13377	I found more peace in my belief and will continue to seek the Lord until the day I die.	A23XM9DGWLJ2O6
arg238404	0.10304	You rather die believing in god,than not believing and finding out he exists!	A23XM9DGWLJ2O6
arg245838	0.10304	why are we fighting, right now those scientologists are running rampant. We need to come together to fight them	A23XM9DGWLJ2O6
arg254853	0.07937	all this debate proves is that the internet is full of conceded, stuck up, narcissistic, atheists who are totally bigoted and intolerant of other peoples beliefs and cant leave people alone to worship or not worship as they chose athieists are biggots plain and simple	A23XM9DGWLJ2O6
arg247556	0.15038	Christianity, because I always root for the underdog. The membership of the atheist here is way bigger. Just look at the congregations of both.	A23XM9DGWLJ2O6
arg296771	0.01546	I am neither Christian nor Atheist , but despite I beleive that Christianity is better than Atheism.If there is no place for God in your life , it can not even be callad as a "life".	A23XM9DGWLJ2O6
arg243562	0.07937	If God doesn't exist, how come there are loads of predictions, sent by God, written thousands of years before Jesus saying exactly what happened to Jesus?	A23XM9DGWLJ2O6
arg229346	0.03098	I love Jesus, so I am on this side .	A1HZD60AQF11VJ
arg229291	0.05731	False Dichotomy. <br/> ---------------------------------------------------------------------------------------------------- <br/> I would also like to point that atheism predates Christianity, destroying your "test of time" argument (which was bullshit to begin with- argumentum ad populum). In fact, by definition, atheism predates religion.	A1HZD60AQF11VJ
arg244447	0.20650	Oh lol. People to point this out believing in God is called "faith" and we don't need proof to deal with this atheist's. The idea of God is false is your own words, and I don't have to deal with this , whatever you think is your faith so we won't stop you. Both side contradicts each others belief and no one truthfully wins. This is probably a fight between two armies where both doesn't win until the end. Mainly , I support Christianity because of my "faith to God" and your proof that God doesn't exist doesn't change the case or turn it the other way around.	A1HZD60AQF11VJ
arg243562	0.20650	If God doesn't exist, how come there are loads of predictions, sent by God, written thousands of years before Jesus saying exactly what happened to Jesus?	A1HZD60AQF11VJ
arg231008	0.03098	i'm not a Christianity but i mean if your a Christianity, you really can't argue with them at all unless your argument is base on on the same subject. kinda of like Street fighting and UFC. different platform.	A1HZD60AQF11VJ
arg434786	0.08364	I assume everyone on this side of this argument was raised in a Christian home, grow a pair and ask yourself, why do I worship a scruffy sandal wearing cultist.	A1HZD60AQF11VJ
arg608928	0.03098	Well though I behave as an atheist certainly I don't forget the principles and norms of Christianity;As this argument has heated up,Its better to conclude that this trend of atheism has not really gained that much ground and it would be anomalous to conceal our religion and say we support atheism.	A1HZD60AQF11VJ
arg244440	0.05731	Atheism is based on science, but faith is based on the soul. An atheist is always looking for the absence of God, but religious person just believes. Atheism should be constantly fed, but faith shouldn't be. <br/> Although I'm religious person, I think atheist can stand to hear besause everyone is indepent and everyone has to have his own opinion.	A1HZD60AQF11VJ
arg289787	0.03098	Christianity of course. Can't imagine life if I didn't believe in God. Actually I can, it would be hell.	A1HZD60AQF11VJ
arg229317	0.03098	Christianity strives to promote better morals and ethics. What does atheism contribute? Nothing. To believe that one should follow the ways of Christ, what harm is there. Real or not, Christ is still a better example to follow than any atheist. For a ideology to be better than any human must really piss off those that fall way short of it.	A1HZD60AQF11VJ
arg240139	0.05731	i am christian so i have to back up my religon and i also get to go to church.	A1HZD60AQF11VJ
arg644073	0.03098	Christianity does offer hope in the world. Christianity does tell others to help the poor.	A1HZD60AQF11VJ
arg229582	0.05731	Atheists rely on proof even though they have none... So if my religion has no proof so that gives your religion proof atheists? Makes no sense. Where atheists have nothing to back themselves up with, when Christians do. And the thing they have to back themselves up with is the Bible, what do the atheists have? Evolution? Everyone knows evolution is a load of crap.	A1HZD60AQF11VJ
arg238404	0.03098	You rather die believing in god,than not believing and finding out he exists!	A1HZD60AQF11VJ
arg237221	0.05731	Definitely Christianity :) and i am blessed to go to a christian school where i get to learn more about our amazing god :)	A1HZD60AQF11VJ
arg328209	0.35088	I am a Christian for I believe there is a just God who will do ultimate justice for the good and bad deeds done here on earth.	AVT7KJKR643O5
arg230910	0.64912	This is the most idiotic debate i have ever seen. HOW you tell me please hoe did we get so perfect were the earth and sun and moon is in the right spot and are bodys function perfectly are hands made distinctively. Cause we were made after his own image.	AVT7KJKR643O5
arg636360	0.01693	One of the key component to Christianity is FAITH. Just you because you can't see it doesn't mean it's not there. Gravity, for example, you can't see it, feel it, or hear it, but you know it's there. Faith to Christians is the same way.	A1VGZ2K3HF66TE
arg236317	0.04572	This is just wrong we should not insult who we believe in we do not need to know what you people think	A1VGZ2K3HF66TE
arg236641	0.01693	I was raised in a Freewill Baptist Church and was lucky to encounter a church full of people who were actually kind and practiced what they preached. Now, I consider myself a non-denominational who still wholly believes in the beliefs and teachings of the Christians, only now I see it like this: I believe in God, not religion.	A1VGZ2K3HF66TE
arg247556	0.04904	Christianity, because I always root for the underdog. The membership of the atheist here is way bigger. Just look at the congregations of both.	A1VGZ2K3HF66TE
arg229346	0.03777	I love Jesus, so I am on this side .	A1VGZ2K3HF66TE
arg244440	0.01693	Atheism is based on science, but faith is based on the soul. An atheist is always looking for the absence of God, but religious person just believes. Atheism should be constantly fed, but faith shouldn't be. <br/> Although I'm religious person, I think atheist can stand to hear besause everyone is indepent and everyone has to have his own opinion.	A1VGZ2K3HF66TE
arg231008	0.03132	i'm not a Christianity but i mean if your a Christianity, you really can't argue with them at all unless your argument is base on on the same subject. kinda of like Street fighting and UFC. different platform.	A1VGZ2K3HF66TE
arg289787	0.16474	Christianity of course. Can't imagine life if I didn't believe in God. Actually I can, it would be hell.	A1VGZ2K3HF66TE
arg231279	0.08695	Science attests to the existence of God, its only a question of which one at this point.	A1VGZ2K3HF66TE
arg328209	0.08695	I am a Christian for I believe there is a just God who will do ultimate justice for the good and bad deeds done here on earth.	A1VGZ2K3HF66TE
arg229582	0.07157	Atheists rely on proof even though they have none... So if my religion has no proof so that gives your religion proof atheists? Makes no sense. Where atheists have nothing to back themselves up with, when Christians do. And the thing they have to back themselves up with is the Bible, what do the atheists have? Evolution? Everyone knows evolution is a load of crap.	A1VGZ2K3HF66TE
arg254853	0.04735	all this debate proves is that the internet is full of conceded, stuck up, narcissistic, atheists who are totally bigoted and intolerant of other peoples beliefs and cant leave people alone to worship or not worship as they chose athieists are biggots plain and simple	A1VGZ2K3HF66TE
arg229317	0.01693	Christianity strives to promote better morals and ethics. What does atheism contribute? Nothing. To believe that one should follow the ways of Christ, what harm is there. Real or not, Christ is still a better example to follow than any atheist. For a ideology to be better than any human must really piss off those that fall way short of it.	A1VGZ2K3HF66TE
arg237221	0.04735	Definitely Christianity :) and i am blessed to go to a christian school where i get to learn more about our amazing god :)	A1VGZ2K3HF66TE
arg644073	0.03777	Christianity does offer hope in the world. Christianity does tell others to help the poor.	A1VGZ2K3HF66TE
arg230910	0.11288	This is the most idiotic debate i have ever seen. HOW you tell me please hoe did we get so perfect were the earth and sun and moon is in the right spot and are bodys function perfectly are hands made distinctively. Cause we were made after his own image.	A1VGZ2K3HF66TE
arg231463	0.11288	I DON'T BELIEVE IN CHRISTIANITY NOR ATHEISM. I AM A MUSLIM, THATS THE BEST RELIGION...	A1VGZ2K3HF66TE
arg229346	0.22586	I love Jesus, so I am on this side .	A21TECY6SM7BNV
arg240139	0.22586	i am christian so i have to back up my religon and i also get to go to church.	A21TECY6SM7BNV
arg231279	0.22586	Science attests to the existence of God, its only a question of which one at this point.	A21TECY6SM7BNV
arg644073	0.22586	Christianity does offer hope in the world. Christianity does tell others to help the poor.	A21TECY6SM7BNV
arg230311	0.03388	I found more peace in my belief and will continue to seek the Lord until the day I die.	A21TECY6SM7BNV
arg237221	0.06268	Definitely Christianity :) and i am blessed to go to a christian school where i get to learn more about our amazing god :)	A21TECY6SM7BNV
arg237221	0.35088	Definitely Christianity :) and i am blessed to go to a christian school where i get to learn more about our amazing god :)	A1TFQKFA37V7ED
arg608928	0.64912	Well though I behave as an atheist certainly I don't forget the principles and norms of Christianity;As this argument has heated up,Its better to conclude that this trend of atheism has not really gained that much ground and it would be anomalous to conceal our religion and say we support atheism.	A1TFQKFA37V7ED
arg236641	0.17544	I was raised in a Freewill Baptist Church and was lucky to encounter a church full of people who were actually kind and practiced what they preached. Now, I consider myself a non-denominational who still wholly believes in the beliefs and teachings of the Christians, only now I see it like this: I believe in God, not religion.	A3MN6M3JLM0LVG
arg636360	0.32456	One of the key component to Christianity is FAITH. Just you because you can't see it doesn't mean it's not there. Gravity, for example, you can't see it, feel it, or hear it, but you know it's there. Faith to Christians is the same way.	A3MN6M3JLM0LVG
arg608928	0.17544	Well though I behave as an atheist certainly I don't forget the principles and norms of Christianity;As this argument has heated up,Its better to conclude that this trend of atheism has not really gained that much ground and it would be anomalous to conceal our religion and say we support atheism.	A3MN6M3JLM0LVG
arg238404	0.32456	You rather die believing in god,than not believing and finding out he exists!	A3MN6M3JLM0LVG
arg434786	0.50000	I assume everyone on this side of this argument was raised in a Christian home, grow a pair and ask yourself, why do I worship a scruffy sandal wearing cultist.	A3TEJVI4LY59KP
arg254853	0.50000	all this debate proves is that the internet is full of conceded, stuck up, narcissistic, atheists who are totally bigoted and intolerant of other peoples beliefs and cant leave people alone to worship or not worship as they chose athieists are biggots plain and simple	A3TEJVI4LY59KP
