#id	rank	argument	turkID
43483	0.15558	for everyone who is talking about RAPE in this subject let me ask you one thing!!!! if you got in a huge fight with someone and ended up breaking your hand or arm... would you cut it off just because it would REMIND you of that expirience??? <br/> if your actualy SANE you would say no and if you say yes you need to see a Physiatrist!!!!	A18QTARQHC83F2
13256	0.15558	I choose life <br/> Reagan once said something like this <br/> Notice that everyone who is pro choice has been born	A18QTARQHC83F2
76937	0.15558	I choose life. Keeping the law pro-choice is allowing women to murder their own unborn human child.	A18QTARQHC83F2
34485	0.17544	there isnt an excuse in the world to kill a fetus, a baby, a child, anyone. <br/> if the woman was raped, it most certainly is Not the baby's fault. the woman with the baby whoever they are should speak For the baby, and know that the baby would want to live.	A1CF6U3GF7DZEJ
13276	0.32456	we did not create the baby, we are not the ones who gave it life, why should we be the ones who put it to death, we have no authority to do such a thing.	A1CF6U3GF7DZEJ
13277	0.17544	the one whom bestows life, is the one whom bestows death	A1CF6U3GF7DZEJ
13279	0.32456	In Nebraska, it's legal to have an abortion by killing the baby while it's coming out of the womb. How can you argue against that?	A1CF6U3GF7DZEJ
13267	0.17544	You are mixing topics thereby creating fallacy in your argument. The debate is not to determine under what circumstances may murder be morally acceptable, rather, the legal (some may say moral) foundation on which one can state that an individual has the right to terminate pregnancy. <br/> In addition, you may want to brush up on your etymology and vary your sources rather than simply paraphrasing definitions that fit your point of view.	A2VWFLPHNJF8CA
75146	0.32456	what we are dealing with is indirect murder if a women decides to abort a child she just had killed a life that may have been a big contribution to society	A2VWFLPHNJF8CA
30426	0.17544	if a woman gets raped and is left with the chil, she should put it up for adoption. if someone murders a pregnant women, they get charged for killing the woman and the fetus. People have the stupid excuss that it's not a baby, it's a fetus. if you look it up in the dictionary, it says that a fetus is an unborn baby.	A2VWFLPHNJF8CA
76937	0.32456	I choose life. Keeping the law pro-choice is allowing women to murder their own unborn human child.	A2VWFLPHNJF8CA
34485	0.12500	there isnt an excuse in the world to kill a fetus, a baby, a child, anyone. <br/> if the woman was raped, it most certainly is Not the baby's fault. the woman with the baby whoever they are should speak For the baby, and know that the baby would want to live.	ACBCCAOV8UIKY
30426	0.12500	if a woman gets raped and is left with the chil, she should put it up for adoption. if someone murders a pregnant women, they get charged for killing the woman and the fetus. People have the stupid excuss that it's not a baby, it's a fetus. if you look it up in the dictionary, it says that a fetus is an unborn baby.	ACBCCAOV8UIKY
1148434436	0.12500	What i dont undertsand is how people rationalize taking life it just doesnt make any sense... idc the situation in america how is killing leagal?	ACBCCAOV8UIKY
76937	0.12500	I choose life. Keeping the law pro-choice is allowing women to murder their own unborn human child.	ACBCCAOV8UIKY
13279	0.12500	In Nebraska, it's legal to have an abortion by killing the baby while it's coming out of the womb. How can you argue against that?	ACBCCAOV8UIKY
13280	0.12500	i do not see any difference in killing an embroyo or a 40 year old person. Murder....is murder	ACBCCAOV8UIKY
13277	0.12500	the one whom bestows life, is the one whom bestows death	ACBCCAOV8UIKY
13275	0.12500	"The government has no place to tell a woman what she can do with her own body, ever." <br/> The government DOES have that right. <br/> 1) a woman cannot legally prostitute herself in many states <br/> 2) a woman cannot take illicit drugs into her own body <br/> 3) a woman cannot use her body to murder others <br/> 4) a woman cannot use her body to steal <br/> 5) a woman cannot display her naked body in public <br/> there are many others. Men can also not do these things. <br/> The government tells us what to do with our bodies ALL THE TIME. This is no different.	ACBCCAOV8UIKY
13303	0.04570	There should be no argument in this really...whatever way yu see a fetus...its still a living form that has been created in a very intimate way... you shouldn't be changing what mothernature or God or fate or whatever has decided for you...and if you didn;t wannna get preggo in the first place...don't have sex or use protection. <br/> Yeh there are some women that get raped and it's very unfortunate but they should give the child up for adoption. It's not the child's fault that it was created. So why should the goring being have to pay the ultimate price of it's life?	A2DVDYE2SXT0BB
13268	0.08454	I argue for the rights of the child, who deserves the same right to life as the mother	A2DVDYE2SXT0BB
54474	0.30464	A growing embryo is considered human with the heartbeats initiating as early as 21st day of conception. So what if we cannot see the human form, it does have the potential to gain one. <br/> Around 60% of abortions are performed on never married women. Why can't women give the baby up for adoption instead, even if she is raped. If your raped does that give you the right to got out and kill someone?	A2DVDYE2SXT0BB
75146	0.30464	what we are dealing with is indirect murder if a women decides to abort a child she just had killed a life that may have been a big contribution to society	A2DVDYE2SXT0BB
43483	0.04570	for everyone who is talking about RAPE in this subject let me ask you one thing!!!! if you got in a huge fight with someone and ended up breaking your hand or arm... would you cut it off just because it would REMIND you of that expirience??? <br/> if your actualy SANE you would say no and if you say yes you need to see a Physiatrist!!!!	A2DVDYE2SXT0BB
80248	0.08454	I am Pro-Life, <br/> Here is a question for anyone who is Pro-Choice: Is the baby in the mother's stomach living and if not how do you know?	A2DVDYE2SXT0BB
76937	0.04570	I choose life. Keeping the law pro-choice is allowing women to murder their own unborn human child.	A2DVDYE2SXT0BB
13257	0.08454	Actually the government does tell women what they can and can't do with their bodies <br/> It's illegal to commit suicide <br/> If a person is caught trying to hack themselves to peices they could be placed in a mental institute <br/> So the government actually does limit what a woman can do with her body	A2DVDYE2SXT0BB
13300	0.50000	I'm pro-life based on one major fact.... abortion being used the way it is today.. like a last minute form of birth control. If your too stupid to wear protection, get on the pill, just give the baby up, there are thousands of people who can't have children who'd love to have it.	A2VGC2EYC98RHA
13303	0.50000	There should be no argument in this really...whatever way yu see a fetus...its still a living form that has been created in a very intimate way... you shouldn't be changing what mothernature or God or fate or whatever has decided for you...and if you didn;t wannna get preggo in the first place...don't have sex or use protection. <br/> Yeh there are some women that get raped and it's very unfortunate but they should give the child up for adoption. It's not the child's fault that it was created. So why should the goring being have to pay the ultimate price of it's life?	A2VGC2EYC98RHA
76937	0.35088	I choose life. Keeping the law pro-choice is allowing women to murder their own unborn human child.	A2AYYBCUJDPLJF
34503	0.64912	having some choices are good. but if you were in charge of all the choices in your life, the world would be in total chaos. i have always been pro life. and yes i do believe abortions should be illegal.	A2AYYBCUJDPLJF
13258	0.50000	That situation is very rare and can usually be countered with a contraceptive drug if the woman seeks medical attention after the assault	AO7WSL47H017G
59260	0.50000	when people condemned consensual-cannibalism in africa, did they think of these people's right to their bodies? no. why should abortion be any different?	AO7WSL47H017G
70668	0.35088	There is only one situation in which I believe abortion is okay. <br/> If a mother is incapable of giving birth to the child, and attempting it might kill her, I believe abortion is sad, but necessary. <br/> Otherwise, no one has the right to kill a child, born or unborn.	A388LRZ3FCQEQ6
59260	0.64912	when people condemned consensual-cannibalism in africa, did they think of these people's right to their bodies? no. why should abortion be any different?	A388LRZ3FCQEQ6
13300	0.35088	I'm pro-life based on one major fact.... abortion being used the way it is today.. like a last minute form of birth control. If your too stupid to wear protection, get on the pill, just give the baby up, there are thousands of people who can't have children who'd love to have it.	A9DO5X770FZZL
13263	0.64912	Not to be glib, but are you stating that we should look to the government to assist us with our belief system. <br/> Ever read T. Hobbes...?	A9DO5X770FZZL
13269	0.35088	Is personhood absolute or is it predicated upon position? <br/> If a premature baby is lying in an incubator or, let's say for the sake of argument, a 5 gallon pail, it is illegal to kill it. Why does the situation change so drastically just because the child is inside the womb?	A3W1K0JOVXOAV
13275	0.64912	"The government has no place to tell a woman what she can do with her own body, ever." <br/> The government DOES have that right. <br/> 1) a woman cannot legally prostitute herself in many states <br/> 2) a woman cannot take illicit drugs into her own body <br/> 3) a woman cannot use her body to murder others <br/> 4) a woman cannot use her body to steal <br/> 5) a woman cannot display her naked body in public <br/> there are many others. Men can also not do these things. <br/> The government tells us what to do with our bodies ALL THE TIME. This is no different.	A3W1K0JOVXOAV
13270	0.35088	"If a women is raped" is a good argument. However why would you punish an innocent baby with the death penalty for some other man's crime. If the women does not want the child she could give it up for adoption. I just dont understand why you would kill the baby, the emotional trauma would happen without the baby as well.	A2B2N9S2A22JJX
30426	0.64912	if a woman gets raped and is left with the chil, she should put it up for adoption. if someone murders a pregnant women, they get charged for killing the woman and the fetus. People have the stupid excuss that it's not a baby, it's a fetus. if you look it up in the dictionary, it says that a fetus is an unborn baby.	A2B2N9S2A22JJX
59260	0.17544	when people condemned consensual-cannibalism in africa, did they think of these people's right to their bodies? no. why should abortion be any different?	A37URX3SOYUJ2Q
13300	0.32456	I'm pro-life based on one major fact.... abortion being used the way it is today.. like a last minute form of birth control. If your too stupid to wear protection, get on the pill, just give the baby up, there are thousands of people who can't have children who'd love to have it.	A37URX3SOYUJ2Q
70668	0.17544	There is only one situation in which I believe abortion is okay. <br/> If a mother is incapable of giving birth to the child, and attempting it might kill her, I believe abortion is sad, but necessary. <br/> Otherwise, no one has the right to kill a child, born or unborn.	A37URX3SOYUJ2Q
28923	0.32456	If someone is raped and ends up pregnant, they should have the choice to get an abortion or not. If people are being irresponsible and have unprotected sex, they should be held accountable for their actions. Have the baby and put them up for adoption. Otherwise people are going to abuse their power to chose and will be killing babies because they are too lazy or ignorant to use protection.	A37URX3SOYUJ2Q
13267	0.35088	You are mixing topics thereby creating fallacy in your argument. The debate is not to determine under what circumstances may murder be morally acceptable, rather, the legal (some may say moral) foundation on which one can state that an individual has the right to terminate pregnancy. <br/> In addition, you may want to brush up on your etymology and vary your sources rather than simply paraphrasing definitions that fit your point of view.	A26GAK9WUQ7YS1
13268	0.64912	I argue for the rights of the child, who deserves the same right to life as the mother	A26GAK9WUQ7YS1
34503	0.35088	having some choices are good. but if you were in charge of all the choices in your life, the world would be in total chaos. i have always been pro life. and yes i do believe abortions should be illegal.	A12IKM56KGBJPG
28923	0.64912	If someone is raped and ends up pregnant, they should have the choice to get an abortion or not. If people are being irresponsible and have unprotected sex, they should be held accountable for their actions. Have the baby and put them up for adoption. Otherwise people are going to abuse their power to chose and will be killing babies because they are too lazy or ignorant to use protection.	A12IKM56KGBJPG
34503	0.02235	having some choices are good. but if you were in charge of all the choices in your life, the world would be in total chaos. i have always been pro life. and yes i do believe abortions should be illegal.	AQ8BWB7RNSQ6A
13270	0.21750	"If a women is raped" is a good argument. However why would you punish an innocent baby with the death penalty for some other man's crime. If the women does not want the child she could give it up for adoption. I just dont understand why you would kill the baby, the emotional trauma would happen without the baby as well.	AQ8BWB7RNSQ6A
75146	0.14903	what we are dealing with is indirect murder if a women decides to abort a child she just had killed a life that may have been a big contribution to society	AQ8BWB7RNSQ6A
34485	0.14903	there isnt an excuse in the world to kill a fetus, a baby, a child, anyone. <br/> if the woman was raped, it most certainly is Not the baby's fault. the woman with the baby whoever they are should speak For the baby, and know that the baby would want to live.	AQ8BWB7RNSQ6A
33181	0.20724	One word: Adoption <br/> There is absolutley no reason to receive an abortion when you could continue through to birth and then put the child up for adoption. <br/> This is a commonly ignored fact in the abortion debate. But I think it is by far the best choice.	AQ8BWB7RNSQ6A
13300	0.02235	I'm pro-life based on one major fact.... abortion being used the way it is today.. like a last minute form of birth control. If your too stupid to wear protection, get on the pill, just give the baby up, there are thousands of people who can't have children who'd love to have it.	AQ8BWB7RNSQ6A
76937	0.04136	I choose life. Keeping the law pro-choice is allowing women to murder their own unborn human child.	AQ8BWB7RNSQ6A
13275	0.02235	"The government has no place to tell a woman what she can do with her own body, ever." <br/> The government DOES have that right. <br/> 1) a woman cannot legally prostitute herself in many states <br/> 2) a woman cannot take illicit drugs into her own body <br/> 3) a woman cannot use her body to murder others <br/> 4) a woman cannot use her body to steal <br/> 5) a woman cannot display her naked body in public <br/> there are many others. Men can also not do these things. <br/> The government tells us what to do with our bodies ALL THE TIME. This is no different.	AQ8BWB7RNSQ6A
1148434436	0.04136	What i dont undertsand is how people rationalize taking life it just doesnt make any sense... idc the situation in america how is killing leagal?	AQ8BWB7RNSQ6A
13269	0.02235	Is personhood absolute or is it predicated upon position? <br/> If a premature baby is lying in an incubator or, let's say for the sake of argument, a 5 gallon pail, it is illegal to kill it. Why does the situation change so drastically just because the child is inside the womb?	AQ8BWB7RNSQ6A
28923	0.04136	If someone is raped and ends up pregnant, they should have the choice to get an abortion or not. If people are being irresponsible and have unprotected sex, they should be held accountable for their actions. Have the baby and put them up for adoption. Otherwise people are going to abuse their power to chose and will be killing babies because they are too lazy or ignorant to use protection.	AQ8BWB7RNSQ6A
70668	0.02235	There is only one situation in which I believe abortion is okay. <br/> If a mother is incapable of giving birth to the child, and attempting it might kill her, I believe abortion is sad, but necessary. <br/> Otherwise, no one has the right to kill a child, born or unborn.	AQ8BWB7RNSQ6A
59722	0.04136	Well "The Champ" It is not the Woman's body we are talking about, it is a new life. And if you are going to be irresponsible dont let a new life die for it!	AQ8BWB7RNSQ6A
13259	0.35088	Nobody has the right to tell you what to do with your body, but if that which you are trying to rid off moves away at the first sign of pain, without you feeling it, then "that" is no longer yours, since it feels outside your own.	A4CJOONOP1RDJ
34503	0.64912	having some choices are good. but if you were in charge of all the choices in your life, the world would be in total chaos. i have always been pro life. and yes i do believe abortions should be illegal.	A4CJOONOP1RDJ
54474	0.03388	A growing embryo is considered human with the heartbeats initiating as early as 21st day of conception. So what if we cannot see the human form, it does have the potential to gain one. <br/> Around 60% of abortions are performed on never married women. Why can't women give the baby up for adoption instead, even if she is raped. If your raped does that give you the right to got out and kill someone?	A3OSGGY6DR0N72
13263	0.06268	Not to be glib, but are you stating that we should look to the government to assist us with our belief system. <br/> Ever read T. Hobbes...?	A3OSGGY6DR0N72
30319	0.22586	Statistics prove that less than 1% of women who are raped get pregnant because of the adrenalin rush. We have no right to take an unborn child's life. There are ways to avoid the situation of abortion. The woman can have the baby and give it up for adoption or raise it as their own because the woman is the still the child's biological mother. There are thousands of people on the waiting list for another baby to add to their family. DO NOT let anyone tell you otherwise because they obviously havn't been in the situation of adoption or abortion.	A3OSGGY6DR0N72
43483	0.22586	for everyone who is talking about RAPE in this subject let me ask you one thing!!!! if you got in a huge fight with someone and ended up breaking your hand or arm... would you cut it off just because it would REMIND you of that expirience??? <br/> if your actualy SANE you would say no and if you say yes you need to see a Physiatrist!!!!	A3OSGGY6DR0N72
59722	0.22586	Well "The Champ" It is not the Woman's body we are talking about, it is a new life. And if you are going to be irresponsible dont let a new life die for it!	A3OSGGY6DR0N72
13279	0.22586	In Nebraska, it's legal to have an abortion by killing the baby while it's coming out of the womb. How can you argue against that?	A3OSGGY6DR0N72
13276	0.35088	we did not create the baby, we are not the ones who gave it life, why should we be the ones who put it to death, we have no authority to do such a thing.	AHIMAFI8PNPZB
1148434436	0.64912	What i dont undertsand is how people rationalize taking life it just doesnt make any sense... idc the situation in america how is killing leagal?	AHIMAFI8PNPZB
33181	0.35088	One word: Adoption <br/> There is absolutley no reason to receive an abortion when you could continue through to birth and then put the child up for adoption. <br/> This is a commonly ignored fact in the abortion debate. But I think it is by far the best choice.	A15LPXZLC6NUHT
13303	0.64912	There should be no argument in this really...whatever way yu see a fetus...its still a living form that has been created in a very intimate way... you shouldn't be changing what mothernature or God or fate or whatever has decided for you...and if you didn;t wannna get preggo in the first place...don't have sex or use protection. <br/> Yeh there are some women that get raped and it's very unfortunate but they should give the child up for adoption. It's not the child's fault that it was created. So why should the goring being have to pay the ultimate price of it's life?	A15LPXZLC6NUHT
13276	0.17544	we did not create the baby, we are not the ones who gave it life, why should we be the ones who put it to death, we have no authority to do such a thing.	ACY3ZOOZMVS7Y
80248	0.32456	I am Pro-Life, <br/> Here is a question for anyone who is Pro-Choice: Is the baby in the mother's stomach living and if not how do you know?	ACY3ZOOZMVS7Y
34485	0.17544	there isnt an excuse in the world to kill a fetus, a baby, a child, anyone. <br/> if the woman was raped, it most certainly is Not the baby's fault. the woman with the baby whoever they are should speak For the baby, and know that the baby would want to live.	ACY3ZOOZMVS7Y
13268	0.32456	I argue for the rights of the child, who deserves the same right to life as the mother	ACY3ZOOZMVS7Y
13259	0.35088	Nobody has the right to tell you what to do with your body, but if that which you are trying to rid off moves away at the first sign of pain, without you feeling it, then "that" is no longer yours, since it feels outside your own.	A2VE5IV9OD2SK1
59722	0.64912	Well "The Champ" It is not the Woman's body we are talking about, it is a new life. And if you are going to be irresponsible dont let a new life die for it!	A2VE5IV9OD2SK1
13275	0.35088	"The government has no place to tell a woman what she can do with her own body, ever." <br/> The government DOES have that right. <br/> 1) a woman cannot legally prostitute herself in many states <br/> 2) a woman cannot take illicit drugs into her own body <br/> 3) a woman cannot use her body to murder others <br/> 4) a woman cannot use her body to steal <br/> 5) a woman cannot display her naked body in public <br/> there are many others. Men can also not do these things. <br/> The government tells us what to do with our bodies ALL THE TIME. This is no different.	A1FQE3C35FPRAG
59722	0.64912	Well "The Champ" It is not the Woman's body we are talking about, it is a new life. And if you are going to be irresponsible dont let a new life die for it!	A1FQE3C35FPRAG
28923	0.35088	If someone is raped and ends up pregnant, they should have the choice to get an abortion or not. If people are being irresponsible and have unprotected sex, they should be held accountable for their actions. Have the baby and put them up for adoption. Otherwise people are going to abuse their power to chose and will be killing babies because they are too lazy or ignorant to use protection.	A1VOK7G8BSDWJQ
76937	0.64912	I choose life. Keeping the law pro-choice is allowing women to murder their own unborn human child.	A1VOK7G8BSDWJQ
13257	0.17544	Actually the government does tell women what they can and can't do with their bodies <br/> It's illegal to commit suicide <br/> If a person is caught trying to hack themselves to peices they could be placed in a mental institute <br/> So the government actually does limit what a woman can do with her body	A3SYY81SZERUDA
13264	0.32456	Don't kid yourself: the vast majority of abortions in this country are for reasons of convenience. If I was allowed to kill someone anytime they were inconvenient to me, I would be leaving a trail of bodies behind me when I walked down the street.	A3SYY81SZERUDA
75040	0.17544	My one question... <br/> Why is it we argue for the "right" to kill the unborn when the government is taking away our real rights?	A3SYY81SZERUDA
13276	0.32456	we did not create the baby, we are not the ones who gave it life, why should we be the ones who put it to death, we have no authority to do such a thing.	A3SYY81SZERUDA
13264	0.35088	Don't kid yourself: the vast majority of abortions in this country are for reasons of convenience. If I was allowed to kill someone anytime they were inconvenient to me, I would be leaving a trail of bodies behind me when I walked down the street.	A17IN6RG02LLBM
59722	0.64912	Well "The Champ" It is not the Woman's body we are talking about, it is a new life. And if you are going to be irresponsible dont let a new life die for it!	A17IN6RG02LLBM
13303	0.11696	There should be no argument in this really...whatever way yu see a fetus...its still a living form that has been created in a very intimate way... you shouldn't be changing what mothernature or God or fate or whatever has decided for you...and if you didn;t wannna get preggo in the first place...don't have sex or use protection. <br/> Yeh there are some women that get raped and it's very unfortunate but they should give the child up for adoption. It's not the child's fault that it was created. So why should the goring being have to pay the ultimate price of it's life?	A23FWON4GRUPMN
34503	0.21637	having some choices are good. but if you were in charge of all the choices in your life, the world would be in total chaos. i have always been pro life. and yes i do believe abortions should be illegal.	A23FWON4GRUPMN
59260	0.11696	when people condemned consensual-cannibalism in africa, did they think of these people's right to their bodies? no. why should abortion be any different?	A23FWON4GRUPMN
75040	0.21637	My one question... <br/> Why is it we argue for the "right" to kill the unborn when the government is taking away our real rights?	A23FWON4GRUPMN
13270	0.11696	"If a women is raped" is a good argument. However why would you punish an innocent baby with the death penalty for some other man's crime. If the women does not want the child she could give it up for adoption. I just dont understand why you would kill the baby, the emotional trauma would happen without the baby as well.	A23FWON4GRUPMN
13256	0.21637	I choose life <br/> Reagan once said something like this <br/> Notice that everyone who is pro choice has been born	A23FWON4GRUPMN
28923	0.50000	If someone is raped and ends up pregnant, they should have the choice to get an abortion or not. If people are being irresponsible and have unprotected sex, they should be held accountable for their actions. Have the baby and put them up for adoption. Otherwise people are going to abuse their power to chose and will be killing babies because they are too lazy or ignorant to use protection.	A1KINNLY72IMVL
13300	0.50000	I'm pro-life based on one major fact.... abortion being used the way it is today.. like a last minute form of birth control. If your too stupid to wear protection, get on the pill, just give the baby up, there are thousands of people who can't have children who'd love to have it.	A1KINNLY72IMVL
54474	0.02997	A growing embryo is considered human with the heartbeats initiating as early as 21st day of conception. So what if we cannot see the human form, it does have the potential to gain one. <br/> Around 60% of abortions are performed on never married women. Why can't women give the baby up for adoption instead, even if she is raped. If your raped does that give you the right to got out and kill someone?	A34MRQ1OP87XC6
34503	0.04271	having some choices are good. but if you were in charge of all the choices in your life, the world would be in total chaos. i have always been pro life. and yes i do believe abortions should be illegal.	A34MRQ1OP87XC6
75040	0.04271	My one question... <br/> Why is it we argue for the "right" to kill the unborn when the government is taking away our real rights?	A34MRQ1OP87XC6
75146	0.02997	what we are dealing with is indirect murder if a women decides to abort a child she just had killed a life that may have been a big contribution to society	A34MRQ1OP87XC6
80248	0.05544	I am Pro-Life, <br/> Here is a question for anyone who is Pro-Choice: Is the baby in the mother's stomach living and if not how do you know?	A34MRQ1OP87XC6
59260	0.31279	when people condemned consensual-cannibalism in africa, did they think of these people's right to their bodies? no. why should abortion be any different?	A34MRQ1OP87XC6
13277	0.33274	the one whom bestows life, is the one whom bestows death	A34MRQ1OP87XC6
33181	0.08681	One word: Adoption <br/> There is absolutley no reason to receive an abortion when you could continue through to birth and then put the child up for adoption. <br/> This is a commonly ignored fact in the abortion debate. But I think it is by far the best choice.	A34MRQ1OP87XC6
70668	0.06686	There is only one situation in which I believe abortion is okay. <br/> If a mother is incapable of giving birth to the child, and attempting it might kill her, I believe abortion is sad, but necessary. <br/> Otherwise, no one has the right to kill a child, born or unborn.	A34MRQ1OP87XC6
34503	0.06179	having some choices are good. but if you were in charge of all the choices in your life, the world would be in total chaos. i have always been pro life. and yes i do believe abortions should be illegal.	A1C3U1U36QUL2L
75040	0.11432	My one question... <br/> Why is it we argue for the "right" to kill the unborn when the government is taking away our real rights?	A1C3U1U36QUL2L
70668	0.41194	There is only one situation in which I believe abortion is okay. <br/> If a mother is incapable of giving birth to the child, and attempting it might kill her, I believe abortion is sad, but necessary. <br/> Otherwise, no one has the right to kill a child, born or unborn.	A1C3U1U36QUL2L
13270	0.41194	"If a women is raped" is a good argument. However why would you punish an innocent baby with the death penalty for some other man's crime. If the women does not want the child she could give it up for adoption. I just dont understand why you would kill the baby, the emotional trauma would happen without the baby as well.	A1C3U1U36QUL2L
30426	0.02235	if a woman gets raped and is left with the chil, she should put it up for adoption. if someone murders a pregnant women, they get charged for killing the woman and the fetus. People have the stupid excuss that it's not a baby, it's a fetus. if you look it up in the dictionary, it says that a fetus is an unborn baby.	A33EE91AZUG1LW
34503	0.04136	having some choices are good. but if you were in charge of all the choices in your life, the world would be in total chaos. i have always been pro life. and yes i do believe abortions should be illegal.	A33EE91AZUG1LW
54474	0.02235	A growing embryo is considered human with the heartbeats initiating as early as 21st day of conception. So what if we cannot see the human form, it does have the potential to gain one. <br/> Around 60% of abortions are performed on never married women. Why can't women give the baby up for adoption instead, even if she is raped. If your raped does that give you the right to got out and kill someone?	A33EE91AZUG1LW
43483	0.18327	for everyone who is talking about RAPE in this subject let me ask you one thing!!!! if you got in a huge fight with someone and ended up breaking your hand or arm... would you cut it off just because it would REMIND you of that expirience??? <br/> if your actualy SANE you would say no and if you say yes you need to see a Physiatrist!!!!	A33EE91AZUG1LW
13270	0.18327	"If a women is raped" is a good argument. However why would you punish an innocent baby with the death penalty for some other man's crime. If the women does not want the child she could give it up for adoption. I just dont understand why you would kill the baby, the emotional trauma would happen without the baby as well.	A33EE91AZUG1LW
28923	0.17813	If someone is raped and ends up pregnant, they should have the choice to get an abortion or not. If people are being irresponsible and have unprotected sex, they should be held accountable for their actions. Have the baby and put them up for adoption. Otherwise people are going to abuse their power to chose and will be killing babies because they are too lazy or ignorant to use protection.	A33EE91AZUG1LW
13260	0.02235	There are tons of ways to not get pregnant. There are condoms (99% effective) for men and women, there are morning-after pills (75% effective), the patch, pill, and other forms of ways not to get pregnant. It's the woman's fault that she didn't do it. <br/> And maybe instead of Pro-choice vs. Pro-life, they (i don't know who "they" is) should have pro-life, but with exceptions (i.e. women that get raped) so that it's fair all-around.	A33EE91AZUG1LW
75040	0.04136	My one question... <br/> Why is it we argue for the "right" to kill the unborn when the government is taking away our real rights?	A33EE91AZUG1LW
54558	0.17813	No matter what circumstance a woman is in SHE got herself pregnant! When rape occurs why is it the poor, defenceless baby who gets no choice and dies? The baby is innocent, yes it wasnt the mothers fault but why is she more important than a child? <br/> Women have become selfish where there bodies are concerned. They believe they have the right to get pregnant and then get rid of the baby because they feel like it and made a mistake. These are childrens lives we are talking about	A33EE91AZUG1LW
76937	0.02235	I choose life. Keeping the law pro-choice is allowing women to murder their own unborn human child.	A33EE91AZUG1LW
13263	0.04136	Not to be glib, but are you stating that we should look to the government to assist us with our belief system. <br/> Ever read T. Hobbes...?	A33EE91AZUG1LW
